id1,id2,pair_id,true_class,predicted_class,score_S
CHEBI_59479,CHEBI_59480,CHEBI_59479_CHEBI_59480,Enantiomers,Enantiomers,100.0
CHEBI_146055,CHEBI_151680,CHEBI_146055_CHEBI_151680,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_36449,CHEBI_79335,CHEBI_36449_CHEBI_79335,Protomers,Protomers,96.0
CHEBI_192540,CHEBI_165335,CHEBI_165335_CHEBI_192540,Diastereomers,Diastereomers,100.0
CHEBI_19092,CHEBI_36781,CHEBI_19092_CHEBI_36781,Protomers,Protomers,80.0
CHEBI_58403,CHEBI_18184,CHEBI_18184_CHEBI_58403,Protomers,Protomers,95.0
CHEBI_222264,CHEBI_206578,CHEBI_206578_CHEBI_222264,Diastereomers,Diastereomers,100.0
CHEBI_77898,CHEBI_77905,CHEBI_77898_CHEBI_77905,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_36381,CHEBI_36382,CHEBI_36381_CHEBI_36382,Diastereomers,Diastereomers,100.0
CHEBI_58308,CHEBI_17881,CHEBI_17881_CHEBI_58308,Protomers,Protomers,91.0
CHEBI_128015,CHEBI_131011,CHEBI_128015_CHEBI_131011,Diastereomers,Stereo-resolution pairs,78.0
CHEBI_50148,CHEBI_50147,CHEBI_50147_CHEBI_50148,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_225090,CHEBI_225100,CHEBI_225090_CHEBI_225100,Diastereomers,Diastereomers,100.0
CHEBI_131830,CHEBI_75853,CHEBI_131830_CHEBI_75853,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_63081,CHEBI_408174,CHEBI_408174_CHEBI_63081,Enantiomers,Enantiomers,100.0
CHEBI_52996,CHEBI_27554,CHEBI_27554_CHEBI_52996,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_94380,CHEBI_78389,CHEBI_78389_CHEBI_94380,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_27623,CHEBI_40856,CHEBI_27623_CHEBI_40856,Protomers,Protomers,64.0
CHEBI_138117,CHEBI_138119,CHEBI_138117_CHEBI_138119,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_183869,CHEBI_151938,CHEBI_151938_CHEBI_183869,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_195265,CHEBI_89741,CHEBI_195265_CHEBI_89741,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_142858,CHEBI_142859,CHEBI_142858_CHEBI_142859,Enantiomers,Enantiomers,100.0
CHEBI_199496,CHEBI_207915,CHEBI_199496_CHEBI_207915,Diastereomers,Diastereomers,100.0
CHEBI_176339,CHEBI_176341,CHEBI_176339_CHEBI_176341,Protomers,Protomers,90.0
CHEBI_21405,CHEBI_21288,CHEBI_21288_CHEBI_21405,Diastereomers,Diastereomers,100.0
CHEBI_133374,CHEBI_63976,CHEBI_133374_CHEBI_63976,Protomers,Protomers,95.0
CHEBI_155443,CHEBI_71603,CHEBI_155443_CHEBI_71603,Stereo-resolution pairs,Stereo-resolution pairs,81.0
CHEBI_77429,CHEBI_78098,CHEBI_77429_CHEBI_78098,Protomers,Protomers,93.0
CHEBI_151591,CHEBI_156754,CHEBI_151591_CHEBI_156754,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_133821,CHEBI_136357,CHEBI_133821_CHEBI_136357,Protomers,Protomers,95.0
CHEBI_99260,CHEBI_100391,CHEBI_100391_CHEBI_99260,Diastereomers,Diastereomers,100.0
CHEBI_61581,CHEBI_148969,CHEBI_148969_CHEBI_61581,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_64787,CHEBI_64786,CHEBI_64786_CHEBI_64787,Diastereomers,Diastereomers,100.0
CHEBI_157044,CHEBI_71643,CHEBI_157044_CHEBI_71643,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_83138,CHEBI_83140,CHEBI_83138_CHEBI_83140,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_520819,CHEBI_42638,CHEBI_42638_CHEBI_520819,Protomers,Protomers,94.0
CHEBI_72336,CHEBI_72339,CHEBI_72336_CHEBI_72339,Protomers,Protomers,85.0
CHEBI_181192,CHEBI_196614,CHEBI_181192_CHEBI_196614,Diastereomers,Diastereomers,100.0
CHEBI_19929,CHEBI_51058,CHEBI_19929_CHEBI_51058,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_206638,CHEBI_208480,CHEBI_206638_CHEBI_208480,Diastereomers,Diastereomers,100.0
CHEBI_165774,CHEBI_179238,CHEBI_165774_CHEBI_179238,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_15742,CHEBI_57493,CHEBI_15742_CHEBI_57493,Protomers,Protomers,84.0
CHEBI_57700,CHEBI_62413,CHEBI_57700_CHEBI_62413,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_57605,CHEBI_16009,CHEBI_16009_CHEBI_57605,Protomers,Protomers,95.0
CHEBI_131512,CHEBI_131511,CHEBI_131511_CHEBI_131512,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_29270,CHEBI_29271,CHEBI_29270_CHEBI_29271,Protomers,Protomers,88.0
CHEBI_175867,CHEBI_146926,CHEBI_146926_CHEBI_175867,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_144710,CHEBI_144706,CHEBI_144706_CHEBI_144710,Diastereomers,Diastereomers,78.0
CHEBI_58333,CHEBI_17965,CHEBI_17965_CHEBI_58333,Protomers,Protomers,96.0
CHEBI_34572,CHEBI_39118,CHEBI_34572_CHEBI_39118,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_226698,CHEBI_226704,CHEBI_226698_CHEBI_226704,Diastereomers,Diastereomers,100.0
CHEBI_149107,CHEBI_155797,CHEBI_149107_CHEBI_155797,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_153347,CHEBI_147087,CHEBI_147087_CHEBI_153347,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_21077,CHEBI_87765,CHEBI_21077_CHEBI_87765,Enantiomers,Enantiomers,100.0
CHEBI_143591,CHEBI_167725,CHEBI_143591_CHEBI_167725,Diastereomers,Diastereomers,75.0
CHEBI_151312,CHEBI_147715,CHEBI_147715_CHEBI_151312,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_135287,CHEBI_176970,CHEBI_135287_CHEBI_176970,Protomers,Protomers,88.0
CHEBI_126334,CHEBI_126304,CHEBI_126304_CHEBI_126334,Diastereomers,Diastereomers,100.0
CHEBI_199460,CHEBI_203779,CHEBI_199460_CHEBI_203779,Diastereomers,Diastereomers,100.0
CHEBI_62813,CHEBI_62812,CHEBI_62812_CHEBI_62813,Protomers,Protomers,96.0
CHEBI_50009,CHEBI_50008,CHEBI_50008_CHEBI_50009,Enantiomers,Enantiomers,100.0
CHEBI_145011,CHEBI_145024,CHEBI_145011_CHEBI_145024,Protomers,Protomers,95.0
CHEBI_233090,CHEBI_232371,CHEBI_232371_CHEBI_233090,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_102772,CHEBI_99704,CHEBI_102772_CHEBI_99704,Diastereomers,Diastereomers,100.0
CHEBI_179679,CHEBI_179677,CHEBI_179677_CHEBI_179679,Diastereomers,Diastereomers,85.0
CHEBI_226095,CHEBI_226101,CHEBI_226095_CHEBI_226101,Diastereomers,Diastereomers,100.0
CHEBI_70673,CHEBI_70674,CHEBI_70673_CHEBI_70674,Diastereomers,Diastereomers,100.0
CHEBI_15978,CHEBI_16221,CHEBI_15978_CHEBI_16221,Enantiomers,Enantiomers,100.0
CHEBI_84979,CHEBI_84978,CHEBI_84978_CHEBI_84979,Protomers,Protomers,89.0
CHEBI_76628,CHEBI_78423,CHEBI_76628_CHEBI_78423,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_74408,CHEBI_31113,CHEBI_31113_CHEBI_74408,Protomers,Protomers,95.0
CHEBI_58909,CHEBI_53028,CHEBI_53028_CHEBI_58909,Protomers,Protomers,95.0
CHEBI_200161,CHEBI_198702,CHEBI_198702_CHEBI_200161,Diastereomers,Diastereomers,85.0
CHEBI_201736,CHEBI_211946,CHEBI_201736_CHEBI_211946,Diastereomers,Diastereomers,100.0
CHEBI_133820,CHEBI_77895,CHEBI_133820_CHEBI_77895,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_97865,CHEBI_98652,CHEBI_97865_CHEBI_98652,Diastereomers,Diastereomers,100.0
CHEBI_85259,CHEBI_132181,CHEBI_132181_CHEBI_85259,Protomers,Protomers,81.0
CHEBI_71337,CHEBI_50694,CHEBI_50694_CHEBI_71337,Protomers,Protomers,91.0
CHEBI_28985,CHEBI_28982,CHEBI_28982_CHEBI_28985,Enantiomers,Enantiomers,100.0
CHEBI_128139,CHEBI_130990,CHEBI_128139_CHEBI_130990,Diastereomers,Diastereomers,100.0
CHEBI_148482,CHEBI_149159,CHEBI_148482_CHEBI_149159,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_175524,CHEBI_181118,CHEBI_175524_CHEBI_181118,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_77594,CHEBI_77595,CHEBI_77594_CHEBI_77595,Enantiomers,Enantiomers,100.0
CHEBI_128116,CHEBI_128115,CHEBI_128115_CHEBI_128116,Diastereomers,Diastereomers,100.0
CHEBI_132200,CHEBI_132883,CHEBI_132200_CHEBI_132883,Protomers,Protomers,92.0
CHEBI_175321,CHEBI_72330,CHEBI_175321_CHEBI_72330,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_184805,CHEBI_199203,CHEBI_184805_CHEBI_199203,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_85349,CHEBI_85829,CHEBI_85349_CHEBI_85829,Protomers,Protomers,96.0
CHEBI_229210,CHEBI_202385,CHEBI_202385_CHEBI_229210,Protomers,Protomers,93.0
CHEBI_151379,CHEBI_153138,CHEBI_151379_CHEBI_153138,Stereo-resolution pairs,Stereo-resolution pairs,79.0
CHEBI_134275,CHEBI_47693,CHEBI_134275_CHEBI_47693,Enantiomers,Enantiomers,100.0
CHEBI_75511,CHEBI_75510,CHEBI_75510_CHEBI_75511,Diastereomers,Diastereomers,100.0
CHEBI_17649,CHEBI_30844,CHEBI_17649_CHEBI_30844,Protomers,Protomers,92.0
CHEBI_83662,CHEBI_83661,CHEBI_83661_CHEBI_83662,Protomers,Protomers,88.0
CHEBI_126265,CHEBI_129651,CHEBI_126265_CHEBI_129651,Diastereomers,Diastereomers,100.0
CHEBI_84615,CHEBI_84622,CHEBI_84615_CHEBI_84622,Diastereomers,Diastereomers,100.0
CHEBI_29746,CHEBI_17687,CHEBI_17687_CHEBI_29746,Protomers,Protomers,96.0
CHEBI_83299,CHEBI_83306,CHEBI_83299_CHEBI_83306,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_139239,CHEBI_139270,CHEBI_139239_CHEBI_139270,Enantiomers,Enantiomers,100.0
CHEBI_137886,CHEBI_11901,CHEBI_11901_CHEBI_137886,Diastereomers,Diastereomers,100.0
CHEBI_83128,CHEBI_83129,CHEBI_83128_CHEBI_83129,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_175873,CHEBI_155190,CHEBI_155190_CHEBI_175873,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_210237,CHEBI_216909,CHEBI_210237_CHEBI_216909,Diastereomers,Diastereomers,100.0
CHEBI_28770,CHEBI_27702,CHEBI_27702_CHEBI_28770,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_62597,CHEBI_62598,CHEBI_62597_CHEBI_62598,Diastereomers,Diastereomers,100.0
CHEBI_136881,CHEBI_77427,CHEBI_136881_CHEBI_77427,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_227044,CHEBI_227049,CHEBI_227044_CHEBI_227049,Diastereomers,Diastereomers,100.0
CHEBI_118216,CHEBI_117954,CHEBI_117954_CHEBI_118216,Diastereomers,Diastereomers,100.0
CHEBI_57839,CHEBI_16622,CHEBI_16622_CHEBI_57839,Protomers,Protomers,91.0
CHEBI_203020,CHEBI_200052,CHEBI_200052_CHEBI_203020,Diastereomers,Diastereomers,100.0
CHEBI_154094,CHEBI_146672,CHEBI_146672_CHEBI_154094,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_33163,CHEBI_32381,CHEBI_32381_CHEBI_33163,Protomers,Protomers,91.0
CHEBI_58053,CHEBI_17202,CHEBI_17202_CHEBI_58053,Protomers,Protomers,96.0
CHEBI_156841,CHEBI_157174,CHEBI_156841_CHEBI_157174,Diastereomers,Diastereomers,100.0
CHEBI_173277,CHEBI_151824,CHEBI_151824_CHEBI_173277,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_95160,CHEBI_48344,CHEBI_48344_CHEBI_95160,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_65553,CHEBI_65552,CHEBI_65552_CHEBI_65553,Diastereomers,Diastereomers,100.0
CHEBI_136566,CHEBI_137385,CHEBI_136566_CHEBI_137385,Protomers,Protomers,97.0
CHEBI_228053,CHEBI_213570,CHEBI_213570_CHEBI_228053,Diastereomers,Diastereomers,100.0
CHEBI_23966,CHEBI_20653,CHEBI_20653_CHEBI_23966,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_9107,CHEBI_77617,CHEBI_77617_CHEBI_9107,Protomers,Protomers,91.0
CHEBI_145205,CHEBI_50579,CHEBI_145205_CHEBI_50579,Enantiomers,Enantiomers,100.0
CHEBI_99636,CHEBI_103179,CHEBI_103179_CHEBI_99636,Diastereomers,Diastereomers,100.0
CHEBI_96612,CHEBI_95841,CHEBI_95841_CHEBI_96612,Diastereomers,Diastereomers,100.0
CHEBI_24536,CHEBI_39096,CHEBI_24536_CHEBI_39096,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_113285,CHEBI_96503,CHEBI_113285_CHEBI_96503,Diastereomers,Diastereomers,100.0
CHEBI_58532,CHEBI_27858,CHEBI_27858_CHEBI_58532,Protomers,Protomers,85.0
CHEBI_77043,CHEBI_77044,CHEBI_77043_CHEBI_77044,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_90825,CHEBI_132083,CHEBI_132083_CHEBI_90825,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_57951,CHEBI_16927,CHEBI_16927_CHEBI_57951,Protomers,Protomers,80.0
CHEBI_57247,CHEBI_57249,CHEBI_57247_CHEBI_57249,Diastereomers,Diastereomers,100.0
CHEBI_4592,CHEBI_83532,CHEBI_4592_CHEBI_83532,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_78393,CHEBI_78394,CHEBI_78393_CHEBI_78394,Enantiomers,Enantiomers,100.0
CHEBI_5637,CHEBI_194515,CHEBI_194515_CHEBI_5637,Protomers,Protomers,86.0
CHEBI_181011,CHEBI_226068,CHEBI_181011_CHEBI_226068,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60948,CHEBI_68485,CHEBI_60948_CHEBI_68485,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_59653,CHEBI_59651,CHEBI_59651_CHEBI_59653,Protomers,Protomers,97.0
CHEBI_211544,CHEBI_200599,CHEBI_200599_CHEBI_211544,Diastereomers,Diastereomers,100.0
CHEBI_177869,CHEBI_81394,CHEBI_177869_CHEBI_81394,Protomers,Protomers,92.0
CHEBI_211021,CHEBI_211026,CHEBI_211021_CHEBI_211026,Diastereomers,Diastereomers,100.0
CHEBI_87808,CHEBI_88117,CHEBI_87808_CHEBI_88117,Protomers,Protomers,92.0
CHEBI_153597,CHEBI_148669,CHEBI_148669_CHEBI_153597,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_85805,CHEBI_85532,CHEBI_85532_CHEBI_85805,Diastereomers,Diastereomers,100.0
CHEBI_7203,CHEBI_182166,CHEBI_182166_CHEBI_7203,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_62414,CHEBI_3110,CHEBI_3110_CHEBI_62414,Protomers,Protomers,97.0
CHEBI_174722,CHEBI_69830,CHEBI_174722_CHEBI_69830,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_178129,CHEBI_153618,CHEBI_153618_CHEBI_178129,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_98357,CHEBI_102475,CHEBI_102475_CHEBI_98357,Diastereomers,Diastereomers,100.0
CHEBI_2668,CHEBI_53795,CHEBI_2668_CHEBI_53795,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_66477,CHEBI_66476,CHEBI_66476_CHEBI_66477,Diastereomers,Diastereomers,100.0
CHEBI_39119,CHEBI_39122,CHEBI_39119_CHEBI_39122,Enantiomers,Enantiomers,100.0
CHEBI_28340,CHEBI_35619,CHEBI_28340_CHEBI_35619,Protomers,Protomers,87.0
CHEBI_224999,CHEBI_224994,CHEBI_224994_CHEBI_224999,Diastereomers,Diastereomers,100.0
CHEBI_183717,CHEBI_220735,CHEBI_183717_CHEBI_220735,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_83592,CHEBI_83595,CHEBI_83592_CHEBI_83595,Enantiomers,Enantiomers,100.0
CHEBI_58017,CHEBI_17111,CHEBI_17111_CHEBI_58017,Protomers,Protomers,89.0
CHEBI_118863,CHEBI_118998,CHEBI_118863_CHEBI_118998,Diastereomers,Diastereomers,100.0
CHEBI_53760,CHEBI_53762,CHEBI_53760_CHEBI_53762,Enantiomers,Enantiomers,100.0
CHEBI_20656,CHEBI_20674,CHEBI_20656_CHEBI_20674,Diastereomers,Diastereomers,100.0
CHEBI_179173,CHEBI_179172,CHEBI_179172_CHEBI_179173,Diastereomers,Diastereomers,78.0
CHEBI_154381,CHEBI_91279,CHEBI_154381_CHEBI_91279,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_195661,CHEBI_195657,CHEBI_195657_CHEBI_195661,Diastereomers,Diastereomers,83.0
CHEBI_28918,CHEBI_40751,CHEBI_28918_CHEBI_40751,Enantiomers,Enantiomers,100.0
CHEBI_32442,CHEBI_32449,CHEBI_32442_CHEBI_32449,Enantiomers,Enantiomers,100.0
CHEBI_101744,CHEBI_100905,CHEBI_100905_CHEBI_101744,Diastereomers,Diastereomers,100.0
CHEBI_84770,CHEBI_84769,CHEBI_84769_CHEBI_84770,Protomers,Protomers,94.0
CHEBI_90821,CHEBI_82626,CHEBI_82626_CHEBI_90821,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_154286,CHEBI_156329,CHEBI_154286_CHEBI_156329,Stereo-resolution pairs,Stereo-resolution pairs,91.0
CHEBI_173294,CHEBI_75632,CHEBI_173294_CHEBI_75632,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_217038,CHEBI_219107,CHEBI_217038_CHEBI_219107,Diastereomers,Diastereomers,87.0
CHEBI_132081,CHEBI_132800,CHEBI_132081_CHEBI_132800,Protomers,Protomers,95.0
CHEBI_3642,CHEBI_59479,CHEBI_3642_CHEBI_59479,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_83270,CHEBI_83269,CHEBI_83269_CHEBI_83270,Enantiomers,Enantiomers,100.0
CHEBI_50543,CHEBI_50545,CHEBI_50543_CHEBI_50545,Diastereomers,Diastereomers,80.0
CHEBI_128266,CHEBI_130988,CHEBI_128266_CHEBI_130988,Diastereomers,Diastereomers,100.0
CHEBI_133072,CHEBI_68505,CHEBI_133072_CHEBI_68505,Protomers,Protomers,92.0
CHEBI_98056,CHEBI_100268,CHEBI_100268_CHEBI_98056,Diastereomers,Diastereomers,100.0
CHEBI_66909,CHEBI_61806,CHEBI_61806_CHEBI_66909,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58812,CHEBI_50207,CHEBI_50207_CHEBI_58812,Protomers,Protomers,95.0
CHEBI_157327,CHEBI_62355,CHEBI_157327_CHEBI_62355,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60257,CHEBI_114953,CHEBI_114953_CHEBI_60257,Protomers,Protomers,92.0
CHEBI_90258,CHEBI_90256,CHEBI_90256_CHEBI_90258,Diastereomers,Diastereomers,100.0
CHEBI_181838,CHEBI_67642,CHEBI_181838_CHEBI_67642,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_83383,CHEBI_83384,CHEBI_83383_CHEBI_83384,Diastereomers,Diastereomers,100.0
CHEBI_82790,CHEBI_60607,CHEBI_60607_CHEBI_82790,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_133496,CHEBI_134532,CHEBI_133496_CHEBI_134532,Protomers,Protomers,91.0
CHEBI_22210,CHEBI_22211,CHEBI_22210_CHEBI_22211,Protomers,Protomers,82.0
CHEBI_65048,CHEBI_65063,CHEBI_65048_CHEBI_65063,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_149363,CHEBI_152195,CHEBI_149363_CHEBI_152195,Diastereomers,Diastereomers,100.0
CHEBI_220340,CHEBI_209407,CHEBI_209407_CHEBI_220340,Diastereomers,Diastereomers,100.0
CHEBI_32672,CHEBI_32665,CHEBI_32665_CHEBI_32672,Enantiomers,Enantiomers,100.0
CHEBI_32650,CHEBI_32656,CHEBI_32650_CHEBI_32656,Enantiomers,Enantiomers,100.0
CHEBI_61887,CHEBI_40410,CHEBI_40410_CHEBI_61887,Protomers,Protomers,89.0
CHEBI_17170,CHEBI_58040,CHEBI_17170_CHEBI_58040,Protomers,Protomers,79.0
CHEBI_73037,CHEBI_189709,CHEBI_189709_CHEBI_73037,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_216439,CHEBI_216447,CHEBI_216439_CHEBI_216447,Diastereomers,Diastereomers,100.0
CHEBI_144708,CHEBI_180228,CHEBI_144708_CHEBI_180228,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_220708,CHEBI_221174,CHEBI_220708_CHEBI_221174,Diastereomers,Diastereomers,100.0
CHEBI_131783,CHEBI_132117,CHEBI_131783_CHEBI_132117,Protomers,Protomers,95.0
CHEBI_118189,CHEBI_117956,CHEBI_117956_CHEBI_118189,Diastereomers,Diastereomers,100.0
CHEBI_192516,CHEBI_144197,CHEBI_144197_CHEBI_192516,Protomers,Protomers,94.0
CHEBI_238698,CHEBI_59185,CHEBI_238698_CHEBI_59185,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_61786,CHEBI_154502,CHEBI_154502_CHEBI_61786,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_118303,CHEBI_118248,CHEBI_118248_CHEBI_118303,Diastereomers,Diastereomers,100.0
CHEBI_95356,CHEBI_137113,CHEBI_137113_CHEBI_95356,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_3205,CHEBI_61192,CHEBI_3205_CHEBI_61192,Protomers,Protomers,87.0
CHEBI_118068,CHEBI_117965,CHEBI_117965_CHEBI_118068,Diastereomers,Diastereomers,100.0
CHEBI_88378,CHEBI_86363,CHEBI_86363_CHEBI_88378,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_2179,CHEBI_27442,CHEBI_2179_CHEBI_27442,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_19083,CHEBI_37456,CHEBI_19083_CHEBI_37456,Protomers,Protomers,93.0
CHEBI_150550,CHEBI_154224,CHEBI_150550_CHEBI_154224,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_30023,CHEBI_15714,CHEBI_15714_CHEBI_30023,Protomers,Protomers,93.0
CHEBI_154383,CHEBI_71643,CHEBI_154383_CHEBI_71643,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_95219,CHEBI_94748,CHEBI_94748_CHEBI_95219,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_25955,CHEBI_37101,CHEBI_25955_CHEBI_37101,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_181540,CHEBI_210079,CHEBI_181540_CHEBI_210079,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_181180,CHEBI_7949,CHEBI_181180_CHEBI_7949,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_143877,CHEBI_57877,CHEBI_143877_CHEBI_57877,Enantiomers,Enantiomers,100.0
CHEBI_48527,CHEBI_43035,CHEBI_43035_CHEBI_48527,Enantiomers,Enantiomers,100.0
CHEBI_149713,CHEBI_234108,CHEBI_149713_CHEBI_234108,Protomers,Protomers,96.0
CHEBI_147715,CHEBI_154581,CHEBI_147715_CHEBI_154581,Diastereomers,Diastereomers,100.0
CHEBI_139033,CHEBI_139034,CHEBI_139033_CHEBI_139034,Enantiomers,Enantiomers,100.0
CHEBI_128564,CHEBI_128651,CHEBI_128564_CHEBI_128651,Diastereomers,Diastereomers,100.0
CHEBI_17118,CHEBI_37617,CHEBI_17118_CHEBI_37617,Enantiomers,Enantiomers,100.0
CHEBI_81092,CHEBI_6700,CHEBI_6700_CHEBI_81092,Diastereomers,Diastereomers,100.0
CHEBI_155509,CHEBI_146724,CHEBI_146724_CHEBI_155509,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_87118,CHEBI_87117,CHEBI_87117_CHEBI_87118,Protomers,Protomers,92.0
CHEBI_143624,CHEBI_146456,CHEBI_143624_CHEBI_146456,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60305,CHEBI_60304,CHEBI_60304_CHEBI_60305,Diastereomers,Diastereomers,76.0
CHEBI_103829,CHEBI_119728,CHEBI_103829_CHEBI_119728,Diastereomers,Stereo-resolution pairs,77.0
CHEBI_17716,CHEBI_36218,CHEBI_17716_CHEBI_36218,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_59957,CHEBI_60208,CHEBI_59957_CHEBI_60208,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_129867,CHEBI_129101,CHEBI_129101_CHEBI_129867,Diastereomers,Diastereomers,100.0
CHEBI_370252,CHEBI_58566,CHEBI_370252_CHEBI_58566,Diastereomers,Diastereomers,100.0
CHEBI_34496,CHEBI_78730,CHEBI_34496_CHEBI_78730,Enantiomers,Enantiomers,100.0
CHEBI_131718,CHEBI_132066,CHEBI_131718_CHEBI_132066,Protomers,Protomers,91.0
CHEBI_136989,CHEBI_183448,CHEBI_136989_CHEBI_183448,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_83597,CHEBI_83596,CHEBI_83596_CHEBI_83597,Enantiomers,Enantiomers,100.0
CHEBI_98456,CHEBI_99052,CHEBI_98456_CHEBI_99052,Diastereomers,Diastereomers,100.0
CHEBI_144061,CHEBI_144844,CHEBI_144061_CHEBI_144844,Protomers,Protomers,95.0
CHEBI_80744,CHEBI_205528,CHEBI_205528_CHEBI_80744,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_63446,CHEBI_138041,CHEBI_138041_CHEBI_63446,Diastereomers,Diastereomers,100.0
CHEBI_59505,CHEBI_50605,CHEBI_50605_CHEBI_59505,Protomers,Protomers,94.0
CHEBI_128415,CHEBI_128450,CHEBI_128415_CHEBI_128450,Diastereomers,Stereo-resolution pairs,100.0
CHEBI_11987,CHEBI_18256,CHEBI_11987_CHEBI_18256,Protomers,Protomers,91.0
CHEBI_18360,CHEBI_58460,CHEBI_18360_CHEBI_58460,Protomers,Protomers,91.0
CHEBI_131751,CHEBI_131752,CHEBI_131751_CHEBI_131752,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_126625,CHEBI_129662,CHEBI_126625_CHEBI_129662,Diastereomers,Diastereomers,100.0
