cluster_id	member_curie	identity_key_strict	molfile_key	molfile_path	raw_canonical_smiles	formula	formal_charge	rdkit_canonical_tautomer
3763	CHEBI_99601	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C	CHEBI_99601	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_99601.sdf	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C	C30H34N6O4S	0.0	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C
3764	CHEBI_100675	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@@H]1C	CHEBI_100675	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_100675.sdf	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@@H]1C	C30H34N6O4S	0.0	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@@H]1C
3765	CHEBI_97085	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@H]1C	CHEBI_97085	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_97085.sdf	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@H]1C	C30H34N6O4S	0.0	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@H]1C
3766	CHEBI_99761	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@@H]1C	CHEBI_99761	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_99761.sdf	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@@H]1C	C30H34N6O4S	0.0	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@@H]1C
3767	CHEBI_100914	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C	CHEBI_100914	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_100914.sdf	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C	C30H34N6O4S	0.0	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C
3768	CHEBI_102785	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@@H]1C	CHEBI_102785	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_102785.sdf	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@@H]1C	C30H34N6O4S	0.0	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@@H]1C
3769	CHEBI_102081	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@H]1C	CHEBI_102081	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_102081.sdf	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@H]1C	C30H34N6O4S	0.0	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@H]1C
3770	CHEBI_207076	COc1ccc2c(c1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N2	CHEBI_207076	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_207076.sdf	COc1ccc2c(c1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N2	C18H18N2O3	0.0	COc1ccc2c(c1)C(=O)N(C)C(Cc1ccccc1)C(=O)N2
3771	CHEBI_213710	C/C=C1/NC(=O)[C@H](C(C)C)NC(=O)[C@H](O)[C@@H]([C@@H](C)CCCCCCCCCCC(=O)CCC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H]([C@@H](C)OC)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC1=O	CHEBI_213710	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_213710.sdf	C/C=C1/NC(=O)[C@H](C(C)C)NC(=O)[C@H](O)[C@@H]([C@@H](C)CCCCCCCCCCC(=O)CCC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H]([C@@H](C)OC)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC1=O	C58H98N12O17	0.0	CCCC(=O)CCCCCCCCCC[C@H](C)[C@H]1NC(=O)C2CCCN2C(=O)C(CC(N)=O)N(C)C(=O)C([C@@H](C)OC)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C([C@@H](C)O)NC(=O)C([C@@H](C)O)NC(=O)C(CC)=NC(=O)C(C(C)C)NC(=O)C1O
3772	CHEBI_116092	COc1ccccc1N1CCN(C(c2cc3ccc(C)cc3[nH]c2=O)c2nnnn2C2CCCC2)CC1	CHEBI_116092	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_116092.sdf	COc1ccccc1N1CCN(C(c2cc3ccc(C)cc3[nH]c2=O)c2nnnn2C2CCCC2)CC1	C28H33N7O2	0.0	COc1ccccc1N1CCN(C(c2cc3ccc(C)cc3[nH]c2=O)c2nnnn2C2CCCC2)CC1
3773	CHEBI_228594	Oc1ccccc1/C=N/c1ccc(Sc2ccccc2)nc1Sc1ccccc1	CHEBI_228594	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_228594.sdf	Oc1ccccc1/C=N/c1ccc(Sc2ccccc2)nc1Sc1ccccc1	C24H18N2OS2	0.0	Oc1ccccc1C=Nc1ccc(Sc2ccccc2)nc1Sc1ccccc1
3774	CHEBI_229382	CCCCC(C)CC(C)CCCC	CHEBI_229382	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_229382.sdf	CCCCC(C)CC(C)CCCC	C13H28	0.0	CCCCC(C)CC(C)CCCC
3775	CHEBI_170209	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)(O)O	CHEBI_170209	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_170209.sdf	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)(O)O	C39H73O8P	0.0	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)(O)O
3776	CHEBI_98783	O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	CHEBI_98783	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_98783.sdf	O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	C25H37N3O6	0.0	O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1
3777	CHEBI_98554	O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	CHEBI_98554	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_98554.sdf	O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	C25H37N3O6	0.0	O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1
3778	CHEBI_101034	O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	CHEBI_101034	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_101034.sdf	O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	C25H37N3O6	0.0	O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1
3779	CHEBI_102839	O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	CHEBI_102839	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_102839.sdf	O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	C25H37N3O6	0.0	O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1
3780	CHEBI_100155	O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	CHEBI_100155	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_100155.sdf	O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	C25H37N3O6	0.0	O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1
3781	CHEBI_98951	O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	CHEBI_98951	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_98951.sdf	O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1	C25H37N3O6	0.0	O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)c2ccccc2)O1)NCCCN1CCOCC1
3782	CHEBI_178678	CC(C)(CO)C(O)C(=O)NCCC(N)=O	CHEBI_178678	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_178678.sdf	CC(C)(CO)C(O)C(=O)NCCC(N)=O	C9H18N2O4	0.0	CC(C)(CO)C(O)C(=O)NCCC(N)=O
3783	CHEBI_156351	CNCC(=O)N[C@H](CO)C(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1C(N)=O	CHEBI_156351	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_156351.sdf	CNCC(=O)N[C@H](CO)C(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1C(N)=O	C16H25N7O8	0.0	CNCC(=O)NC(CO)C(=O)N[C@@H]1C(C(N)=O)O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@H]1O
3784	CHEBI_172967	CC(C)CCCC(C)[C@H]1CCC2C3CC[C@@H]4[C@H](C)[C@@H](O)CC[C@]4(C)C3CC[C@@]21C	CHEBI_172967	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_172967.sdf	[H][C@]12CCC3C4CC[C@H](C(C)CCCC(C)C)[C@@]4(C)CCC3[C@@]1(C)CC[C@H](O)[C@H]2C	C28H50O	0.0	[H][C@]12CCC3C4CC[C@H](C(C)CCCC(C)C)[C@@]4(C)CCC3[C@@]1(C)CC[C@H](O)[C@H]2C
3785	CHEBI_172966	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	CHEBI_172966	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_172966.sdf	[H][C@@]12CC[C@@]3([H])[C@H](C)[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C	C28H50O	0.0	[H][C@@]12CC[C@@]3([H])[C@H](C)[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C
3786	CHEBI_210961	Cc1ccc2c(c1)O[C@@](C)(CCC(=O)O)O2	CHEBI_210961	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_210961.sdf	Cc1ccc2c(c1)O[C@@](C)(CCC(=O)O)O2	C12H14O4	0.0	Cc1ccc2c(c1)O[C@@](C)(CCC(=O)O)O2
3787	CHEBI_226885	COC[C@@H]([C@H](O)[C@H](O)C(=O)N[C@H](C)C[C@H](C)c1nc(/C=C/C[C@@H]2OC3(C[C@@H](O)[C@@H]2C)O[C@H]([C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\C#N)OC)[C@H](OP(=O)(O)OP(=O)(O)O)C3(C)C)co1)N(C)C	CHEBI_226885	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_226885.sdf	COC[C@@H]([C@H](O)[C@H](O)C(=O)N[C@H](C)C[C@H](C)c1nc(/C=C/C[C@@H]2OC3(C[C@@H](O)[C@@H]2C)O[C@H]([C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\C#N)OC)[C@H](OP(=O)(O)OP(=O)(O)O)C3(C)C)co1)N(C)C	C51H84N4O18P2	0.0	COCC(C(O)C(O)C(=O)N[C@H](C)CC(C)c1nc(/C=C/C[C@@H]2OC3(C[C@@H](O)[C@@H]2C)O[C@H]([C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\C#N)OC)[C@H](OP(=O)(O)OP(=O)(O)O)C3(C)C)co1)N(C)C
3788	CHEBI_214207	COC(=O)CC[C@@H]1NC(=O)[C@@H](C)[C@H](C(=O)O)NC(=O)[C@H](CCC(=O)OC)NC(=O)[C@@H](C)NC(=O)[C@H](CO)NC(=O)CC[C@H](C(=O)O)NC(=O)[C@@H](C)[C@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)NC1=O	CHEBI_214207	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_214207.sdf	COC(=O)CC[C@@H]1NC(=O)[C@@H](C)[C@H](C(=O)O)NC(=O)[C@H](CCC(=O)OC)NC(=O)[C@@H](C)NC(=O)[C@H](CO)NC(=O)CC[C@H](C(=O)O)NC(=O)[C@@H](C)[C@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)NC1=O	C48H69N7O17	0.0	COC(=O)CCC1NC(=O)C(C)NC(=O)C(CO)NC(=O)CCC(C(=O)O)NC(=O)C(C)[C@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)NC(=O)C(CCC(=O)OC)NC(=O)C(C)C(C(=O)O)NC1=O
3789	CHEBI_179532	CC(C)CC(O)CO	CHEBI_179532	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_179532.sdf	CC(C)CC(O)CO	C6H14O2	0.0	CC(C)CC(O)CO
3790	CHEBI_182407	C[C@@H]1C(=O)O[C@H]2C(O)C34[C@@H]5OC(=O)[C@]3(OC3OC(=O)C(O)C34[C@H](C(C)(C)C)[C@H]5O)[C@@]12O	CHEBI_182407	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_182407.sdf	[H][C@@]1(C(C)(C)C)[C@@H](O)[C@@]2([H])OC(=O)[C@@]34OC5OC(=O)C(O)C51C32C(O)[C@]1([H])OC(=O)[C@@H](C)[C@@]14O	C20H24O11	0.0	[H][C@@]1(C(C)(C)C)[C@@H](O)[C@@]2([H])OC(=O)[C@@]34OC5OC(=O)C(O)C51C32C(O)[C@]1([H])OC(=O)C(C)[C@@]14O
3791	CHEBI_5357	C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)C34[C@H](C(C)(C)C)[C@H]5O)[C@@]12O	CHEBI_5357	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_5357.sdf	[H][C@@]1(C(C)(C)C)[C@@H](O)[C@@]2([H])OC(=O)[C@@]34O[C@@H]5OC(=O)[C@H](O)C51C32[C@@H](O)[C@]1([H])OC(=O)[C@@H](C)[C@@]14O	C20H24O11	0.0	[H][C@@]1(C(C)(C)C)[C@@H](O)[C@@]2([H])OC(=O)[C@@]34O[C@@H]5OC(=O)C(O)C51C32[C@@H](O)[C@]1([H])OC(=O)C(C)[C@@]14O
3792	CHEBI_66527	COC1=CC(=O)C=C(C[C@H]2[C@]3(C)CC[C@@H]4[C@]5(CCC[C@]4(C)C(=O)OC5)[C@H]3CC[C@]2(C)O)C1=O	CHEBI_66527	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_66527.sdf	[H][C@]12CC[C@](C)(O)[C@@H](CC3=CC(=O)C=C(OC)C3=O)[C@]1(C)CC[C@]1([H])[C@]23CCC[C@]1(C)C(=O)OC3	C27H36O6	0.0	[H][C@]12CC[C@](C)(O)C(=Cc3cc(O)cc(OC)c3O)[C@]1(C)CC[C@]1([H])[C@]23CCC[C@]1(C)C(=O)OC3
3793	CHEBI_108360	Cc1ccc(C(=O)Nc2ccc3c(c2)nc(CCNC(=O)c2ccco2)n3C)cc1	CHEBI_108360	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_108360.sdf	Cc1ccc(C(=O)Nc2ccc3c(c2)nc(CCNC(=O)c2ccco2)n3C)cc1	C23H22N4O3	0.0	Cc1ccc(C(=O)Nc2ccc3c(c2)nc(CCNC(=O)c2ccco2)n3C)cc1
3794	CHEBI_186217	C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	CHEBI_186217	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_186217.sdf	[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCC(=C)C(C)C	C28H46O4S	0.0	[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCC(=C)C(C)C
3795	CHEBI_62312	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O[C@@H]5[C@@H](O)[C@H](O[C@@H]6[C@@H](O)[C@H](O[C@@H]7[C@@H](O)[C@H](O[C@@H]8[C@@H](O)[C@H](O[C@@H]9[C@@H](O)[C@H](O[C@@H]%10[C@@H](O)[C@H](O[C@@H]%11[C@@H](O)[C@H](O[C@@H]%12[C@@H](O)[C@H](O[C@@H]%13[C@@H](O)[C@H](O[C@@H]%14[C@@H](O)[C@H](O[C@@H]%15[C@@H](O)[C@H](O)O[C@H](CO)[C@H]%15O)O[C@H](CO)[C@H]%14O)O[C@H](CO)[C@H]%13O)O[C@H](CO)[C@H]%12O)O[C@H](CO)[C@H]%11O)O[C@H](CO)[C@H]%10O)O[C@H](CO)[C@H]9O)O[C@H](CO)[C@H]8O)O[C@H](CO)[C@H]7O)O[C@H](CO)[C@H]6O)O[C@H](CO)[C@H]5O)O[C@H](CO)[C@H]4O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	CHEBI_62312	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_62312.sdf	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O[C@@H]5[C@@H](O)[C@H](O[C@@H]6[C@@H](O)[C@H](O[C@@H]7[C@@H](O)[C@H](O[C@@H]8[C@@H](O)[C@H](O[C@@H]9[C@@H](O)[C@H](O[C@@H]%10[C@@H](O)[C@H](O[C@@H]%11[C@@H](O)[C@H](O[C@@H]%12[C@@H](O)[C@H](O[C@@H]%13[C@@H](O)[C@H](O[C@@H]%14[C@@H](O)[C@H](O[C@@H]%15[C@@H](O)[C@H](O)O[C@H](CO)[C@H]%15O)O[C@H](CO)[C@H]%14O)O[C@H](CO)[C@H]%13O)O[C@H](CO)[C@H]%12O)O[C@H](CO)[C@H]%11O)O[C@H](CO)[C@H]%10O)O[C@H](CO)[C@H]9O)O[C@H](CO)[C@H]8O)O[C@H](CO)[C@H]7O)O[C@H](CO)[C@H]6O)O[C@H](CO)[C@H]5O)O[C@H](CO)[C@H]4O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C90H152O76	0.0	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O[C@@H]5[C@@H](O)[C@H](O[C@@H]6[C@@H](O)[C@H](O[C@@H]7[C@@H](O)[C@H](O[C@@H]8[C@@H](O)[C@H](O[C@@H]9[C@@H](O)[C@H](O[C@@H]%10[C@@H](O)[C@H](O[C@@H]%11[C@@H](O)[C@H](O[C@@H]%12[C@@H](O)[C@H](O[C@@H]%13[C@@H](O)[C@H](O[C@@H]%14[C@@H](O)[C@H](O[C@@H]%15[C@@H](O)[C@H](O)O[C@H](CO)[C@H]%15O)O[C@H](CO)[C@H]%14O)O[C@H](CO)[C@H]%13O)O[C@H](CO)[C@H]%12O)O[C@H](CO)[C@H]%11O)O[C@H](CO)[C@H]%10O)O[C@H](CO)[C@H]9O)O[C@H](CO)[C@H]8O)O[C@H](CO)[C@H]7O)O[C@H](CO)[C@H]6O)O[C@H](CO)[C@H]5O)O[C@H](CO)[C@H]4O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
3796	CHEBI_191549	O=C(O)C1Cc2ccc(O)c3c2C(=Cc2ccc(O)c(O)c2O3)C1=O	CHEBI_191549	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_191549.sdf	O=C(O)C1Cc2ccc(O)c3c2C(=Cc2ccc(O)c(O)c2O3)C1=O	C18H12O7	0.0	O=C(O)C1Cc2ccc(O)c3c2C(=Cc2ccc(O)c(O)c2O3)C1=O
3797	CHEBI_229189	CC(C)=CC(=O)N(C)[C@@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C)CC[C@@H]32)C1	CHEBI_229189	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_229189.sdf	[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)N(C)C)[C@@]1(C)CC[C@@H](N(C)C(=O)C=C(C)C)C2	C29H50N2O	0.0	[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)N(C)C)[C@@]1(C)CC[C@@H](N(C)C(=O)C=C(C)C)C2
3798	CHEBI_230697	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)nc[nH]c54)O[C@@H]3COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	CHEBI_230697	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_230697.sdf	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)nc[nH]c54)O[C@@H]3COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	C19H25N7O15P2	0.0	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]cnc54)O[C@@H]3COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1
3799	CHEBI_183205	C=CCN[C@@H](CS)C(=O)O	CHEBI_183205	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_183205.sdf	C=CCN[C@@H](CS)C(=O)O	C6H11NO2S	0.0	C=CCNC(CS)C(=O)O
3800	CHEBI_127109	CN(C)C(=O)c1cccc(-c2ccc(C3[C@H]4CNC[C@@H]3N4S(=O)(=O)c3ccccc3F)cc2)c1	CHEBI_127109	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_127109.sdf	CN(C)C(=O)c1cccc(-c2ccc(C3[C@H]4CNC[C@@H]3N4S(=O)(=O)c3ccccc3F)cc2)c1	C26H26FN3O3S	0.0	CN(C)C(=O)c1cccc(-c2ccc(C3[C@H]4CNC[C@@H]3N4S(=O)(=O)c3ccccc3F)cc2)c1
3801	CHEBI_169672	C=C1/C(=C\C=C2/C[C@H](CC(=O)CCCC(=O)O)C[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	CHEBI_169672	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_169672.sdf	[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)C[C@@H](CC(=O)CCCC(=O)O)C/C2=C\C=C1\C[C@@H](O)C[C@H](O)C1=C	C33H52O6	0.0	[H][C@@]12CC[C@]([H])([C@H](C)CCCC(C)(C)O)[C@@]1(C)C[C@@H](CC(=O)CCCC(=O)O)C/C2=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
