identity_key_strict	n_members	n_raw_forms	formula	formal_charge	members
CN1C(=O)[C@@]23C[C@]4(c5c[nH]c6ccccc56)c5ccccc5N[C@@H]4N2C(=O)[C@]1(CO)SSS3	1	1	C23H20N4O3S3	0.0	CHEBI_201055
CN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccn4)ccc1c23	1	1	C17H13N3O3S	0.0	CHEBI_112159
CN1C(=O)c2ccccc2NC(=O)[C@]12O[C@@H]2c1ccccc1	1	1	C17H14N2O3	0.0	CHEBI_193522
CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2	1	1	C21H27NO3S2	0.0	CHEBI_135656
CN1CC(O)c2cc(O)c(O)cc21	1	1	C9H11NO3	0.0	CHEBI_173854
CN1CC2=Cc3ccccc3OC23Oc2ccccc2C=C3C1	1	1	C20H17NO2	0.0	CHEBI_117041
CN1CCC2=CC(=O)C(=O)C=C21	1	1	C9H9NO2	0.0	CHEBI_189001
CN1CCN(Cc2ccc(CO)cc2)CC1	1	1	C13H20N2O	0.0	CHEBI_194853
CN1CCSC1=CC=C1SC(=S)N(CC(=O)O)C1=O	1	1	C11H12N2O3S3	0.0	CHEBI_107451
CN1CC[C@]23C(=O)C[C@@]4(O)C(=CCO[C@H]5CC(=O)N(c6ccccc62)[C@H]3[C@H]54)C1	1	1	C22H24N2O4	0.0	CHEBI_132670
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O)CC[C@@]3(O)[C@H]1C5	1	1	C17H21NO4	0.0	CHEBI_174903
CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1.CS(=O)(=O)O	1	1	C20H24FN3O6S	0.0	CHEBI_181474
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O	1	1	C34H41N5O8S	0.0	CHEBI_59756
CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	1	1	C7H15NO4	0.0	CHEBI_166564
CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3c(O)cccc13)C2	1	1	C18H24N4O2	0.0	CHEBI_175189
CN1c2ccc(Br)cc2[C@@H]2[C@@H](CCN2S(=O)(=O)c2cccc(F)c2)[C@@H]1CO	1	1	C19H20BrFN2O3S	0.0	CHEBI_127811
CN1c2ccc(Br)cc2[C@@H]2[C@@H](CCN2S(=O)(=O)c2cccc(F)c2)[C@H]1CO	1	1	C19H20BrFN2O3S	0.0	CHEBI_129774
CN1c2ccc(Br)cc2[C@H]2[C@H](CCN2S(=O)(=O)c2cccc(F)c2)[C@@H]1CO	1	1	C19H20BrFN2O3S	0.0	CHEBI_130697
CN1c2ccc(Br)cc2[C@H]2[C@H](CCN2S(=O)(=O)c2cccc(F)c2)[C@H]1CO	1	1	C19H20BrFN2O3S	0.0	CHEBI_130677
CN=C(N)NC[C@H](O)C[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](CCCN=C(N)N)[N+](C)(C)C)C(C)C)C(C)C)C(=O)N(C)[C@@H](CCC(N)=O)C(=O)O	1	1	C32H63N12O8+	1.0	CHEBI_220867
CN=C(Nc1cc(Cl)ccc1Cl)SC1CC(=O)N(c2ccc(C(=O)OC)cc2)C1=O	1	1	C20H17Cl2N3O4S	0.0	CHEBI_105193
CN=C1SC(=Cc2cc(C)n(-c3cc(C)ccc3OC)c2C)C(=O)N1C	1	1	C20H23N3O2S	0.0	CHEBI_92449
CNC(=O)NC(=O)C(=O)O	1	1	C4H6N2O4	0.0	CHEBI_2103
CNC(=O)NC(=S)NC(=O)c1ccccc1Cl	1	1	C10H10ClN3O2S	0.0	CHEBI_113249
CNC(=O)O[C@H]1CC(=O)N([C@H]2O[C@@H](CO)[C@H](O)[C@@H](OC)[C@@H]2O)c2cc(cc(O)c2Cl)C/C(C)=C/C=C/[C@@H](OC)[C@@]2(O)C[C@H](OC(=O)N2)[C@@H](C)[C@@H]2O[C@@]12C	1	1	C35H48ClN3O14	0.0	CHEBI_214474
CNC(=O)O[C@H]1CC(=O)N([C@H]2O[C@@H](COC(C)=O)[C@H](OC(N)=O)[C@@H](O)[C@@H]2O)c2cc(cc(O)c2Cl)C/C(C)=C/C=C/[C@@H](OC)[C@@]2(O)C[C@H](OC(=O)N2)[C@@H](C)/C=C/1C	1	1	C37H49ClN4O15	0.0	CHEBI_222873
CNC(=S)[S-].[Na+]	1	1	C2H4NNaS2	0.0	CHEBI_81737
CNC(C(=O)O)C(C)C	1	1	C6H13NO2	0.0	CHEBI_64348
CNC(CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](OC3CC(C)(N)C(O)C(C)O3)c3ccc(cc3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)Oc2ccc(cc2)[C@H]1O	1	1	C72H87N9O28	0.0	CHEBI_220944
CNC1=CC(=O)C(=O)c2cc(C)c(O)cc21	1	1	C12H11NO3	0.0	CHEBI_225880
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	1	1	C16H14ClN3O	0.0	CHEBI_3611
CNC=C1Sc2ccccc2C1=O	1	1	C10H9NOS	0.0	CHEBI_109850
CNCC(=O)N[C@H](CO)C(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1C(N)=O	1	1	C16H25N7O8	0.0	CHEBI_156351
CNCCCC(=O)[O-]	1	1	C5H10NO2-	-1.0	CHEBI_20441
CNCCOC(c1ccccc1)c1ccccc1	1	1	C16H19NO	0.0	CHEBI_188299
CNCCc1ccc(O)c(Br)c1	1	1	C9H12BrNO	0.0	CHEBI_69058
CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@@H](C)CO)C[C@H]1C	1	1	C24H41N3O4	0.0	CHEBI_104774
CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C24H41N3O4	0.0	CHEBI_110925
CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C24H41N3O4	0.0	CHEBI_106929
CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C	1	1	C29H41N3O5	0.0	CHEBI_117605
CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@H]1C	1	1	C29H41N3O5	0.0	CHEBI_110958
CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C29H41N3O5	0.0	CHEBI_117854
CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C29H41N3O5	0.0	CHEBI_104768
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C	1	1	C24H41N3O4	0.0	CHEBI_110927
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@@H](C)CO)C[C@H]1C	1	1	C24H41N3O4	0.0	CHEBI_110953
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C24H41N3O4	0.0	CHEBI_123992
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C24H41N3O4	0.0	CHEBI_104733
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C	1	1	C29H41N3O5	0.0	CHEBI_123654
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@H]1C	1	1	C29H41N3O5	0.0	CHEBI_117721
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C29H41N3O5	0.0	CHEBI_123780
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C29H41N3O5	0.0	CHEBI_104707
CNC[C@@H]1OCCc2ccsc21	1	1	C9H13NOS	0.0	CHEBI_228346
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@@H](C)CO)C[C@H]1C	1	1	C24H41N3O4	0.0	CHEBI_123804
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C24H41N3O4	0.0	CHEBI_104709
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C24H41N3O4	0.0	CHEBI_117667
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C	1	1	C29H41N3O5	0.0	CHEBI_110931
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@H]1C	1	1	C29H41N3O5	0.0	CHEBI_117852
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C29H41N3O5	0.0	CHEBI_104649
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C29H41N3O5	0.0	CHEBI_111105
CNC[C@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C	1	1	C24H41N3O4	0.0	CHEBI_104862
CNC[C@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C24H41N3O4	0.0	CHEBI_104799
CNC[C@H]1OCCCC[C@H](C)Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C24H41N3O4	0.0	CHEBI_104838
CNC[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C	1	1	C29H41N3O5	0.0	CHEBI_124039
CNC[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C29H41N3O5	0.0	CHEBI_106774
CNC[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C29H41N3O5	0.0	CHEBI_111017
CNCc1c[nH]c2nc(N)[nH]c(=O)c12	1	1	C8H11N5O	0.0	CHEBI_190456
CNCc1ccc(-c2cncnc2)cc1	1	1	C12H13N3	0.0	CHEBI_194999
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1	1	1	C17H25N3O2S	0.0	CHEBI_7478
CN[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)P(=O)(O)O)C(C)C	1	1	C23H32N3O7P	0.0	CHEBI_222779
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)NCCc1ccccc1)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C	1	1	C36H62N6O5	0.0	CHEBI_216822
CN[C@H](C(=O)O)C(C)C	1	1	C6H13NO2	0.0	CHEBI_44212
CNc1ccccc1	1	1	C7H9N	0.0	CHEBI_15733
CNc1ccccc1C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)OP(=O)(O)O	1	1	C18H22N6O11P2	0.0	CHEBI_71336
CO/C(=C/C(=O)N(C)C(Cc1ccccc1)c1nccs1)C[C@H](C)C(Cl)Cl	1	1	C20H24Cl2N2O2S	0.0	CHEBI_203914
CO/C1=C\C(C)C/C=C/C(C)=C/CCC(OC)C(/C=C/C(C)=C/C(C)C(C)O)OC(=O)C(C)C2(O)OC1CC(O)C2OC	1	1	C34H54O9	0.0	CHEBI_211565
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1	1	1	C25H28N6O7S3	0.0	CHEBI_560555
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1.[Na+]	1	1	C13H12N5NaO5S2	0.0	CHEBI_3512
CO/N=C\C=C/C(=O)N/C=C/C[C@H]1C[C@@H]2O[C@@H]2C=C/C=C/c2cccc(O)c2C(=O)O1	1	1	C23H24N2O6	0.0	CHEBI_198605
COC(=O)/C(CC(C)C)=C(\C(=O)OC)c1ccc(O)cc1	1	1	C16H20O5	0.0	CHEBI_211809
COC(=O)/C(CO)=C(/C)[C@H](/C=C/c1ccc(Cl)c(OC)c1)OC	1	1	C17H21ClO5	0.0	CHEBI_226050
COC(=O)/C=C(\C)CCC=C(C)C	1	1	C11H18O2	0.0	CHEBI_166666
COC(=O)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	1	1	C25H40O4	0.0	CHEBI_181335
COC(=O)/C=C/c1ccc2c(c1)C=CC(C)(C)O2	1	1	C15H16O3	0.0	CHEBI_182201
COC(=O)/C=C/c1oc(=O)c(C)c(OC)c1C=O	1	1	C12H12O6	0.0	CHEBI_214091
COC(=O)C(C#N)=Cc1c(Oc2cc(C)cc(C)c2)nc2ccccn2c1=O	1	1	C21H17N3O4	0.0	CHEBI_106047
COC(=O)C(CC(C)C)NC(=O)CSc1nc(=O)c(C#N)c(-c2ccccc2)[nH]1	1	1	C20H22N4O4S	0.0	CHEBI_116106
COC(=O)C(CCC(=O)O)=C(C)C	1	1	C9H14O4	0.0	CHEBI_200838
COC(=O)C(N)Cc1ccc2nc(-c3c(Cl)cccc3Cl)ccc2c1	1	1	C19H16Cl2N2O2	0.0	CHEBI_48473
COC(=O)C1(O)c2ccccc2-c2ccccc21	1	1	C15H12O3	0.0	CHEBI_191115
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl	1	1	C26H30ClN3O6	0.0	CHEBI_7551
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1	1	1	C35H38N4O6	0.0	CHEBI_135849
COC(=O)C1=C(C)OC(N)=C(C#N)C1c1cc(OC)c(OCC(N)=O)cc1Cl	1	1	C18H18ClN3O6	0.0	CHEBI_108153
COC(=O)C1=CC(O)=CC2Oc3c(Cl)c(C)cc(OC)c3C(=O)C12	1	1	C17H15ClO6	0.0	CHEBI_209292
COC(=O)C1=CN(Cc2ccc(OC)c(OC)c2)C=C(C(=O)OC)C1c1ccc(O)cc1	1	1	C24H25NO7	0.0	CHEBI_120836
COC(=O)C1=COCCc2oc3cc(C)cc(O)c3c(=O)c21	1	1	C16H14O6	0.0	CHEBI_223512
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12	1	1	C17H26O10	0.0	CHEBI_15771
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C([C@H](C)O)C(=O)O1	1	1	C21H26O12	0.0	CHEBI_8275
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H]2[C@@H](C)[C@@H](OC(C)=O)C[C@H]12	1	1	C27H36O15	0.0	CHEBI_6514
COC(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1Cl	1	1	C8H11ClO5	0.0	CHEBI_204264
COC(=O)C1=C[C@@H](O)[C@H](O)[C@H](O)[C@H]1Cl	1	1	C8H11ClO5	0.0	CHEBI_67322
COC(=O)C1=C[C@H](O)[C@H](O)[C@H](O)[C@H]1Cl	1	1	C8H11ClO5	0.0	CHEBI_200006
COC(=O)CC#N	1	1	C4H5NO2	0.0	CHEBI_51928
COC(=O)CC(O)C(O)C1=CC(=O)c2c(O)cccc2C1=O	1	1	C15H14O7	0.0	CHEBI_200571
COC(=O)CC1C(=O)NCCN1C(=S)NC(=O)c1sc2ccccc2c1Cl	1	1	C17H16ClN3O4S2	0.0	CHEBI_113163
COC(=O)CC1C(C)(C)C(OC(C)=O)[C@@H]2[C@@H](OC(C)=O)C34O[C@@]2(O)[C@]1(C)C3CC[C@]1(C)C4=CC(=O)O[C@H]1c1ccoc1	1	1	C31H38O11	0.0	CHEBI_188062
COC(=O)CC1CC(c2ccc(O)cc2)=NO1	1	1	C12H13NO4	0.0	CHEBI_230666
COC(=O)CC1CCC(=O)C1C/C=C/CCOC1OC(CO)C(O)C(O)C1O	1	1	C19H30O9	0.0	CHEBI_168854
COC(=O)CC1COc2ccccc2N1C(=O)c1ccc(Cl)cc1	1	1	C18H16ClNO4	0.0	CHEBI_115485
COC(=O)CCC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O	1	1	C15H19NO5	0.0	CHEBI_202121
COC(=O)CCC(C)[C@H]1C[C@H](O)[C@@]2(C)C3C(=O)CC4C(C)(C)C(=O)CC[C@]4(C)C3C(=O)C[C@]12C	1	1	C28H42O6	0.0	CHEBI_206713
COC(=O)CCCCCCCC/C=C/c1cc(=O)c(C(N)=O)c[nH]1	1	1	C18H26N2O4	0.0	CHEBI_211171
COC(=O)CCCCCCCCC(=O)OC	1	1	C12H22O4	0.0	CHEBI_194205
COC(=O)CCOc1ccc(OC)cc1	1	1	C11H14O4	0.0	CHEBI_200647
COC(=O)CC[C@@H]1NC(=O)[C@@H](C)[C@H](C(=O)O)NC(=O)[C@H](CCC(=O)OC)NC(=O)[C@@H](C)NC(=O)[C@H](CO)NC(=O)CC[C@H](C(=O)O)NC(=O)[C@@H](C)[C@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)NC1=O	1	1	C48H69N7O17	0.0	CHEBI_214207
COC(=O)CCc1cc(NC(=O)/C=C/C=C/CC(C)C)c(O)cc1O	1	1	C19H25NO5	0.0	CHEBI_198523
COC(=O)CN(C(=O)O)c1ccccc1N(CCOC(C)=O)C(=O)O	1	1	C15H18N2O8	0.0	CHEBI_204129
COC(=O)CNC(=O)CCc1ccccc1	1	1	C12H15NO3	0.0	CHEBI_189819
COC(=O)CNC(=O)c1ccc(CC[C@H](C)O)cn1	1	1	C13H18N2O4	0.0	CHEBI_211725
COC(=O)COn1c(SCC(=O)OC)nc2ccccc2c1=O	1	1	C14H14N2O6S	0.0	CHEBI_112248
COC(=O)C[C@@H]1C(=O)[C@H](C)CC[C@@]2(C)OC(=O)C(OC)=C(C(C)C)[C@@H]2C/C=C(/C)[C@H]1OC(C)=O	1	1	C26H38O8	0.0	CHEBI_211111
COC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	1	1	C26H31N3O6	0.0	CHEBI_99802
COC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	1	1	C26H31N3O6	0.0	CHEBI_101898
COC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	1	1	C26H31N3O6	0.0	CHEBI_100205
COC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	1	1	C26H31N3O6	0.0	CHEBI_97118
COC(=O)C[C@H](C)[C@@H](O)[C@]1(C(=O)OC)CC(=O)c2c(ccc(-c3ccc(O)c4c3O[C@]3(C(=O)OC)C(=C4O)C(=O)C[C@H](C)[C@H]3O)c2O)O1	1	1	C33H34O15	0.0	CHEBI_202305
COC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	1	1	C26H31N3O6	0.0	CHEBI_100325
COC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	1	1	C26H31N3O6	0.0	CHEBI_103082
COC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	1	1	C26H31N3O6	0.0	CHEBI_100027
COC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	1	1	C26H31N3O6	0.0	CHEBI_98279
COC(=O)C[C@H]1OC(=O)c2c(O)cc(C)c3c2C1=C(O)[C@@H]1[C@]24COC(=O)c5c(O)cc(C)c(c52)C(=O)[C@@H]([C@@H]4OC(C)=O)[C@]31OC	1	1	C32H28O13	0.0	CHEBI_208883
COC(=O)Cn1c(=NC(=O)c2ccc(Cl)s2)sc2cc(F)ccc21	1	1	C15H10ClFN2O3S2	0.0	CHEBI_114908
COC(=O)NN=Cc1sc(N2CCCCC2)nc1-c1cccs1	1	1	C15H18N4O2S2	0.0	CHEBI_104877
COC(=O)[C@@H](NC(=O)C[C@@](C)(O)CC(=O)O[C@@H]1C[C@]2(C)C3=C(CC[C@H]2C(C)(C)[C@H]1O)[C@]1(C)CC[C@H]([C@H](C)CC[C@@H](O)C(C)(C)O)[C@@]1(C)[C@@H](O)C3)[C@@H](OC(C)=O)c1ccccc1	1	1	C48H73NO12	0.0	CHEBI_215940
COC(=O)[C@@H]1C(=O)[C@H](C)CC(C)(C)[C@]12C=C[C@H](C)[C@@H]([C@@H](C)CC[C@H](OC)c1cccc(O)c1)O2	1	1	C28H40O6	0.0	CHEBI_211168
COC(=O)[C@@H]1CCC(=O)N1C	1	1	C7H11NO3	0.0	CHEBI_88182
COC(=O)[C@@]1(Cc2ccc(O)cc2)OC(=O)C(O)=C1c1ccc(O)cc1	1	1	C19H16O7	0.0	CHEBI_191395
COC(=O)[C@@]1(O)C(=O)c2c(O)ccc(O)c2C12Oc1cccc3cccc(c13)O2	1	1	C21H14O8	0.0	CHEBI_214615
COC(=O)[C@@]1([C@@H]2CCC(=O)O2)CC(=O)c2c(O)cc3c(c2O1)[C@@H]1C=C[C@]2(C3)C(=C(O)c3c(O)cc(C)cc3[C@@H]2O)C1=O	1	1	C31H26O11	0.0	CHEBI_215693
COC(=O)[C@@]12C(OC)=C(C)C(=O)[C@]1(C)C(C)=CC1[C@]3(C=O)CC[C@H](OC(C)=O)C(C)(C)C3CC[C@@]12C	1	1	C29H40O7	0.0	CHEBI_198417
COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)C=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)[C@@H](C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)C=C(C)C)[C@@H]24	1	1	C32H42O16	0.0	CHEBI_3192
COC(=O)[C@@]12Oc3c(c(O)cc(C)c3-c3ccc4c(c3O)C(=O)[C@]3(O)[C@@H]5C[C@@H](C)[C@@H](O)C3(O4)C(=O)O5)C(=O)C1CCC[C@@H]2O	1	1	C31H30O13	0.0	CHEBI_211164
COC(=O)[C@@]12Oc3ccc(-c4ccc(O)c5c4O[C@]4(C(=O)OC)C(=C5O)C(=O)C[C@H](C)[C@H]4O)c(O)c3C(O)=C1C(=O)C[C@H](CO)[C@H]2O	1	1	C32H30O15	0.0	CHEBI_207939
COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C	1	1	C13H26N2O3	0.0	CHEBI_184067
COC(=O)[C@H](OC(=O)c1ccccc1)C(C)C	1	1	C13H16O4	0.0	CHEBI_229059
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)CC[C@@]5(C)[C@]4(C)CC[C@H]3[C@]2(C)C=O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O	1	1	C71H112O36	0.0	CHEBI_65993
COC(=O)[C@]1(C)CCC[C@]2(C)C3=CC(=O)[C@@]4(C(C)C)O[C@H]4[C@]3(O)CC[C@@H]12	1	1	C21H30O5	0.0	CHEBI_230923
COC(=O)[C@]1(Cc2ccc3c(c2)CC(OC(C)=O)C(C)(C)O3)OC(=O)C(O)=C1c1ccc(OC(C)=O)cc1	1	1	C28H28O10	0.0	CHEBI_208581
COC(=O)[C@]1(Cc2ccc3c(c2)CCC(C)(C)O3)OC(=O)C(O)=C1c1ccccc1	1	1	C24H24O6	0.0	CHEBI_208568
COC(=O)[C@]1([C@@H]2CCC(=O)O2)CC(=O)c2c(O)cc3c(c2O1)[C@@H]1C=C[C@]2(C3)C(=C(O)c3c(O)cc(C)cc3[C@@H]2O)C1=O	1	1	C31H26O11	0.0	CHEBI_215688
COC(=O)c1[nH]cc(-c2c[nH]c3ccc(Cl)cc23)c1-c1c[nH]c2ccc(Cl)cc12	1	1	C22H15Cl2N3O2	0.0	CHEBI_219641
COC(=O)c1c(C)cc(OC(=O)c2c(C)c(Cl)c(O)c(C=O)c2O)c(C)c1O	1	1	C19H17ClO8	0.0	CHEBI_144138
COC(=O)c1c(O)c(C)cc2oc3cccc(O)c3c(=O)c12	1	1	C16H12O6	0.0	CHEBI_205095
COC(=O)c1c(O)cc(C)c(Cl)c1CC1=CC(=O)C=C(OC)C1=O	1	1	C17H15ClO6	0.0	CHEBI_227474
COC(=O)c1c(O)cc(O)cc1OC1=C(OC)C(=O)C(CC=C(C)C)=C(CC=C(C)C)C1=O	1	1	C25H28O8	0.0	CHEBI_191720
COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@@H](OC)[C@](O)([C@@H]1OC(=O)C=C1OC)[C@H]3O	1	1	C24H24O11	0.0	CHEBI_214250
COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@@H](OC)[C@](O)([C@H]1OC(=O)C=C1OC)[C@H]3O	1	1	C24H24O11	0.0	CHEBI_214256
