identity_key_strict	n_members	n_raw_forms	formula	formal_charge	members
COC(=O)c1c(OC)ccc2oc3cc(C)cc(O)c3c(=O)c12	1	1	C17H14O6	0.0	CHEBI_215682
COC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C=O)c(O)c1	1	1	C16H12O7	0.0	CHEBI_217663
COC(=O)c1cc(O)cc2oc(C[C@H](C)O)c(CO)c(=O)c12	1	1	C15H16O7	0.0	CHEBI_212205
COC(=O)c1cc2cc3c(c(O)c2c(=O)o1)OC1(CC3)OC2=C(C(=O)c3c(OC)cc(OC)c(O)c3C2=O)C1O	1	1	C27H20O13	0.0	CHEBI_199275
COC(=O)c1ccc(COc2cccc3c2CCN(Cc2cccc(C)c2)C3=O)o1	1	1	C24H23NO5	0.0	CHEBI_106040
COC(=O)c1ccc(O)c(C(=O)OC)c1	1	1	C10H10O5	0.0	CHEBI_194259
COC(=O)c1ccc(O)c(CC(O)C(C)(C)O)c1	1	1	C13H18O5	0.0	CHEBI_138773
COC(=O)c1ccc(OC)c(OC(=O)[C@@H](C)CO)c1	1	1	C13H16O6	0.0	CHEBI_205831
COC(=O)c1ccc2[nH]c3ccc(OC)cc3c2c1	1	1	C15H13NO3	0.0	CHEBI_173806
COC(=O)c1ccccc1OCC(=O)N1CCN(c2ccc(F)cc2)CC1	1	1	C20H21FN2O4	0.0	CHEBI_116291
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1	1	1	C12H13N5O6S2	0.0	CHEBI_83453
COC(C)(C)/C=C/C/C(C)=C/CCC1=C[C@@H](c2cc(O)ccc2O)OC1=O	1	1	C22H28O5	0.0	CHEBI_226667
COC(C)(C)/C=C/CC(C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(C=O)CCC12C	1	1	C31H50O4	0.0	CHEBI_171983
COC(C)(C)/C=C/C[C@H](C)[C@@H]1CC[C@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C	1	1	C31H54O2	0.0	CHEBI_70111
COC(CC(C)C(O)/C=C/C=C/CNC(=O)C(C)(C)C(O)/C(C)=C/C=C/C=C/Cc1cnc(C)o1)C1(O)C(C)C(=O)N(C)C12C(=O)OC2C	1	1	C37H53N3O9	0.0	CHEBI_221478
COC1/C=C/C=C(/C)C(=O)NC2=CC(=O)C(=O)C(=C2O)CC(C)CC(OC)C(O)C(C)/C=C(\C)C1OC(N)=O	1	1	C28H38N2O9	0.0	CHEBI_189018
COC1/C=C/C=C/C[C@@H](O)C/C=C/C=C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C/C=C/C=C\C(=O)O[C@H](C)CCC1	1	1	C31H46O10	0.0	CHEBI_222518
COC1/C=C\C=C\C[C@@H](O)C/C=C\C=C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C/C=C/C=C\C(=O)O[C@H](C)CCC1	1	1	C31H46O10	0.0	CHEBI_205269
COC1=C(C(=O)O)[C@H](C)[C@@]23O[C@]24c2cc(O)c5c(c2NC3C#C/C=C\C#C[C@@H]14)C(=O)c1c(O)ccc(O)c1C5=O	1	1	C30H19NO9	0.0	CHEBI_4726
COC1=C(C)C(=O)C2=C(C1=O)[C@H](CNC(=O)C(C)=O)N1C[C@@H]3[C@@H](O)c4c(O)c(C)c(OC)c(O)c4[C@H]([C@@H]1C2)N3C	1	1	C28H33N3O9	0.0	CHEBI_219614
COC1=C(C)C(=O)C=C(C)[C@@]1(O)C(=O)Oc1c(C)c(C)c(C(=O)Oc2cc(C)c(C(=O)Oc3cc(OC)c(C(=O)O)c(C)c3C)c(O)c2C)c(O)c1Cl	1	1	C38H37ClO14	0.0	CHEBI_227413
COC1=C(NC(CO)CCC(=O)O)CC(O)(CO)CC1=O	1	1	C13H21NO7	0.0	CHEBI_144274
COC1=C(NCCCC(N)C(=O)O)CC(O)(CO)CC1=O	1	1	C13H22N2O6	0.0	CHEBI_221724
COC1=C2C(=O)O[C@@]13C[C@@H](C)C=C[C@H]3/C=C/C(=O)[C@@H](C)C[C@@H](C)C2=O	1	1	C20H24O5	0.0	CHEBI_169926
COC1=CC(=O)C(C(=O)/C=C/c2ccccc2)=C1O	1	1	C15H12O4	0.0	CHEBI_183569
COC1=CC(=O)C(O)=C(CCCCCCC/C=C\CCCCCCCC(=O)O)C1=O	1	1	C24H36O6	0.0	CHEBI_199470
COC1=CC(=O)C([C@@H](C)[C@@H](O)c2ccc(OC)c(O)c2)=CC1=O	1	1	C17H18O6	0.0	CHEBI_67385
COC1=CC(=O)C=C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C1=O	1	1	C47H70O3	0.0	CHEBI_28423
COC1=CC(=O)C=C(C[C@H]2[C@]3(C)CC[C@@H]4[C@]5(CCC[C@]4(C)C(=O)OC5)[C@H]3CC[C@]2(C)O)C1=O	1	1	C27H36O6	0.0	CHEBI_66527
COC1=CC(=O)OC1CO	1	1	C6H8O4	0.0	CHEBI_192594
COC1=CC(=O)O[C@@H]2OC[C@@H](C)[C@H]12	1	1	C9H12O4	0.0	CHEBI_223716
COC1=CC(=O)[C@H]2O[C@@]2(C)[C@H]1O	1	1	C8H10O4	0.0	CHEBI_215614
COC1=CC(=O)[C@]2(C)[C@@]3(O)Cc4c(cc(-c5cc(OC)c(OC)c(OC)c5)oc4=O)O[C@]3(C)CC[C@@]2(O)C1(C)C	1	1	C30H36O10	0.0	CHEBI_226745
COC1=CC(O)(c2oc3cc(O)cc(O)c3c(=O)c2O)CCC1=O	1	1	C16H14O8	0.0	CHEBI_193381
COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(O)c(OC)c42)C3=CC1=O	1	1	C21H25NO5	0.0	CHEBI_2708
COC1=N[C@]23CN4CC[C@@](C)(O)[C@]14C[C@H]2C(C)(C)[C@@]1(C3)C(=O)Nc2c1ccc1c2C(=O)CC(C)(C)O1	1	1	C28H35N3O5	0.0	CHEBI_227308
COC1C(CO)OC(n2cnc3c(=O)[nH]cnc32)C1O	1	1	C11H14N4O5	0.0	CHEBI_181508
COC1C(COC(=O)/C=C/c2ccc(O)c(O)c2)OC(c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)C(O)C1O	1	1	C31H28O14	0.0	CHEBI_178138
COC1C(OCC2C=CC=CC(=O)C(C)CC(C)C(OC3OC(C)CC4(OC(=O)OC4C)C3O)C(C)C=CC(=O)OC2C)OC(C)C(O)C1OC	1	1	C37H56O14	0.0	CHEBI_204767
COC1C2=C(C)C(=O)OC2(OC)CC2CCC(OC(=O)/C=C/SC)C(C)C21C	1	1	C21H30O6S	0.0	CHEBI_175289
COC1C=C2[C@H](CCC(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)C2(C)C)[C@@]2(C)CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)[C@H](O)C[C@@]3(C)C12	1	1	C36H60O7	0.0	CHEBI_172771
COC1CC(OC2CCC3(C)C(CCC4(O)C3CC(OC(=O)c3ccccc3)C3(C)C(O)(C(C)=O)CCC43O)C2)OC(C)C1OC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1	1	1	C49H74O17	0.0	CHEBI_182827
COC1CC2C(C(OC)O1)[C@@](C)(O)C[C@H]2OC	1	1	C12H22O5	0.0	CHEBI_229174
COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1	1	1	C24H25FN4O2	0.0	CHEBI_43460
COC1CCC(OC2CC(C3(C)CCC4(CC(O)C(C)C(C(C)/C=C(\C)C(=O)C(C)CC(C)C(=O)O)O4)O3)OC3(OC(C4OC(C)(O)C(C)CC4C)CC3C)C2C)OC1C	1	1	C47H78O13	0.0	CHEBI_223611
COC1O[C@@]2(C)c3c(cc(C4=CC(=O)C5=CC(C)(C)C[C@@H]5[C@@]4(C)O)cc31)C(=O)C1=CC(C)(C)C[C@@H]12	1	1	C30H34O5	0.0	CHEBI_215410
COC1[C@H](C)[C@H](C[C@@H]2C[C@@H](OC)[C@@H](C)[C@]3(O2)OC(C)([C@@H]2O[C@H]([C@H]4CC[C@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)O4)C[C@H]2O[C@H]2CC[C@H](OC)[C@@H](C)O2)C[C@H]3C)O[C@](O)([C@@H](O)C(=O)O)[C@H]1C	1	1	C46H78O16	0.0	CHEBI_223690
COC=CC(=O)c1cc2cnc3c(=N)cc(NC(=O)C(C)C)c([nH]1)c23	1	1	C18H18N4O3	0.0	CHEBI_217563
COCC(=O)N(C)C[C@@H]1Oc2ncc(C3=CCCC3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C	1	1	C23H33N3O5	0.0	CHEBI_109993
COCC(=O)N(C)C[C@@H]1Oc2ncc(C3=CCCC3)cc2C(=O)N([C@@H](C)CO)C[C@H]1C	1	1	C23H33N3O5	0.0	CHEBI_109899
COCC(=O)N(C)C[C@@H]1Oc2ncc(C3=CCCC3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C23H33N3O5	0.0	CHEBI_110123
COCC(=O)N(C)C[C@@H]1Oc2ncc(C3=CCCC3)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C23H33N3O5	0.0	CHEBI_110035
COCC(=O)N(C)C[C@H]1Oc2ncc(C3=CCCC3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C	1	1	C23H33N3O5	0.0	CHEBI_110059
COCC(=O)N(C)C[C@H]1Oc2ncc(C3=CCCC3)cc2C(=O)N([C@@H](C)CO)C[C@H]1C	1	1	C23H33N3O5	0.0	CHEBI_110066
COCC(=O)N(C)C[C@H]1Oc2ncc(C3=CCCC3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C	1	1	C23H33N3O5	0.0	CHEBI_110143
COCC(=O)N(C)C[C@H]1Oc2ncc(C3=CCCC3)cc2C(=O)N([C@H](C)CO)C[C@H]1C	1	1	C23H33N3O5	0.0	CHEBI_110133
COCC(=O)N1CCC2(CC1)CN[C@@H](CO)c1c2c2ccc(OC)cc2n1C	1	1	C21H29N3O4	0.0	CHEBI_128193
COCC(=O)N1CCC2(CC1)CN[C@H](CO)c1c2c2ccc(OC)cc2n1C	1	1	C21H29N3O4	0.0	CHEBI_126664
COCC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@@H]1C	1	1	C21H33N3O7S	0.0	CHEBI_99598
COCC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@H]1C	1	1	C21H33N3O7S	0.0	CHEBI_101325
COCC(=O)N1C[C@@H](C)[C@H](OC)CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@@H]1C	1	1	C21H33N3O7S	0.0	CHEBI_97346
COCC(=O)N1C[C@@H](C)[C@H](OC)CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@H]1C	1	1	C21H33N3O7S	0.0	CHEBI_97473
COCC(=O)N1C[C@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@@H]1C	1	1	C21H33N3O7S	0.0	CHEBI_97160
COCC(=O)N1C[C@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@H]1C	1	1	C21H33N3O7S	0.0	CHEBI_98082
COCC(=O)N1C[C@H](C)[C@H](OC)CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@@H]1C	1	1	C21H33N3O7S	0.0	CHEBI_100541
COCC(=O)N1C[C@H](C)[C@H](OC)CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@H]1C	1	1	C21H33N3O7S	0.0	CHEBI_102389
COCC(=O)N[C@@H](C(=O)N1N=CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@@H]1CCNC1=O)[C@H](O)C(C)C	1	1	C30H44N6O8	0.0	CHEBI_224762
COCC(=O)N[C@@H](C(=O)N1NCCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@H]1CCN(C(C)=O)C1=O)[C@H](O)C(C)C	1	1	C32H48N6O9	0.0	CHEBI_198046
COCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H](C)[C@@H](OC)CN(C)C2=O	1	1	C24H38N4O6	0.0	CHEBI_97136
COCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H](C)[C@H](OC)CN(C)C2=O	1	1	C24H38N4O6	0.0	CHEBI_100447
COCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(C(=O)NC(C)C)C[C@H](C)[C@@H](OC)CN(C)C2=O	1	1	C24H38N4O6	0.0	CHEBI_98726
COCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(C(=O)NC(C)C)C[C@H](C)[C@H](OC)CN(C)C2=O	1	1	C24H38N4O6	0.0	CHEBI_102097
COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C(=O)NC(C)C)C[C@@H](C)[C@@H](OC)CN(C)C2=O	1	1	C24H38N4O6	0.0	CHEBI_97067
COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C(=O)NC(C)C)C[C@@H](C)[C@H](OC)CN(C)C2=O	1	1	C24H38N4O6	0.0	CHEBI_101105
COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C(=O)NC(C)C)C[C@H](C)[C@H](OC)CN(C)C2=O	1	1	C24H38N4O6	0.0	CHEBI_101236
COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)N[C@@H](C)c3ccccc3)O[C@@H](CO)[C@@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_101676
COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)N[C@@H](C)c3ccccc3)O[C@H](CO)[C@@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_102981
COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)N[C@H](C)c3ccccc3)O[C@@H](CO)[C@@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_102430
COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)N[C@H](C)c3ccccc3)O[C@H](CO)[C@@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_100880
COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@H](CC(=O)N[C@@H](C)c3ccccc3)O[C@@H](CO)[C@@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_98135
COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@H](CC(=O)N[C@@H](C)c3ccccc3)O[C@H](CO)[C@@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_99868
COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@H](CC(=O)N[C@H](C)c3ccccc3)O[C@@H](CO)[C@@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_100524
COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@H](CC(=O)N[C@H](C)c3ccccc3)O[C@H](CO)[C@@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_98907
COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@@H](CC(=O)N[C@@H](C)c3ccccc3)O[C@@H](CO)[C@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_97750
COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@@H](CC(=O)N[C@@H](C)c3ccccc3)O[C@H](CO)[C@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_99061
COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@@H](CC(=O)N[C@H](C)c3ccccc3)O[C@@H](CO)[C@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_100580
COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@@H](CC(=O)N[C@H](C)c3ccccc3)O[C@H](CO)[C@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_98853
COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@H](CC(=O)N[C@@H](C)c3ccccc3)O[C@@H](CO)[C@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_103143
COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@H](CC(=O)N[C@@H](C)c3ccccc3)O[C@H](CO)[C@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_98828
COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@H](CC(=O)N[C@H](C)c3ccccc3)O[C@@H](CO)[C@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_101168
COCC(=O)Nc1ccc2c(c1)[C@H]1C[C@H](CC(=O)N[C@H](C)c3ccccc3)O[C@H](CO)[C@H]1O2	1	1	C25H30N2O6	0.0	CHEBI_102627
COCC(O)C#C[C@@]12O[C@@H]1[C@@H](O)C=C[C@@H]2O	1	1	C11H14O5	0.0	CHEBI_217903
COCCCC/C(=N\OCCN)c1ccc(I)cc1	1	1	C14H21IN2O2	0.0	CHEBI_36817
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)O	1	1	C20H33NO7	0.0	CHEBI_3354
COCCn1c(=NC(=O)c2ccccc2[N+](=O)[O-])sc2cc(S(C)(=O)=O)ccc21	1	1	C18H17N3O6S2	0.0	CHEBI_114835
COC[C@@H]([C@H](O)[C@H](O)C(=O)N[C@H](C)C[C@H](C)c1nc(/C=C/C[C@@H]2OC3(C[C@@H](O)[C@@H]2C)O[C@H]([C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\C#N)OC)[C@H](OP(=O)(O)OP(=O)(O)O)C3(C)C)co1)N(C)C	1	1	C51H84N4O18P2	0.0	CHEBI_226885
COC[C@@]1(CCC(C)=C(C)C)Nc2ccc(C(N)=O)cc2C[C@H]1Cl	1	1	C19H27ClN2O2	0.0	CHEBI_65483
COC[C@@]1(O)CC[C@@H]2C1=C[C@@]1(C)C(=O)C=C(C(C)C)[C@@]1(O)C[C@H](O)[C@@H]2C	1	1	C21H32O5	0.0	CHEBI_219354
COC[C@H](/N=[N+](\[O-])CCCCCCC(C)=O)[C@H](C)O	1	1	C13H26N2O4	0.0	CHEBI_208588
COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(=O)C(C)C	1	1	C25H28O8	0.0	CHEBI_223197
COCc1c(OC)cc(C(C)=CC(C)=CC(=O)O)oc1=O	1	1	C15H18O6	0.0	CHEBI_221292
COCc1cc(O)c2c(c1O)[C@@]1(C)CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1C2	1	1	C23H34O3	0.0	CHEBI_205659
COCc1cc(S(=O)c2ccc(Cl)cc2)nc(C)n1	1	1	C13H13ClN2O2S	0.0	CHEBI_108544
COCc1ccc(O)cc1	1	1	C8H10O2	0.0	CHEBI_133885
COP(=S)(OC)SCC(=O)N(C)C=O	1	1	C6H12NO4PS2	0.0	CHEBI_82126
CO[C@@H](/C=C/O[C@@]1(C)Oc2c(C)c([O-])c3c(c2C1=O)C(=O)C(/C=N/N1CCN(C)CC1)=C([O-])C3=O)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(N)=O	1	1	C43H56N4O13-2	-2.0	CHEBI_142731
CO[C@@H](C(=O)O)[C@@H]1NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)CN(C)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CCCCCCC(C)C)[C@@H](O)C(N)=O)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CC(N)=O)NC(=O)CNC1=O	1	1	C71H107N17O27	0.0	CHEBI_220165
CO[C@@H](CN(C)C(=O)c1ccc2c(c1)OCO2)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccccc1	1	1	C24H32N2O7S	0.0	CHEBI_98599
CO[C@@H](CN(C)C(=O)c1ccc2c(c1)OCO2)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccccc1	1	1	C24H32N2O7S	0.0	CHEBI_101807
CO[C@@H](CN(C)C(=O)c1ccc2c(c1)OCO2)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccccc1	1	1	C24H32N2O7S	0.0	CHEBI_100225
CO[C@@H](CN(C)C(=O)c1ccc2c(c1)OCO2)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccccc1	1	1	C24H32N2O7S	0.0	CHEBI_97300
CO[C@@H](CN(C)Cc1nccs1)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(C)cc1	1	1	C21H33N3O4S2	0.0	CHEBI_102798
CO[C@@H](CN(C)Cc1nccs1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(C)cc1	1	1	C21H33N3O4S2	0.0	CHEBI_99629
CO[C@@H](CN(C)Cc1nccs1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(C)cc1	1	1	C21H33N3O4S2	0.0	CHEBI_103089
CO[C@@H](CN(C)Cc1nccs1)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(C)cc1	1	1	C21H33N3O4S2	0.0	CHEBI_100950
CO[C@@H](CN(C)S(=O)(=O)c1cn(C)cn1)[C@@H](C)CN(C(=O)Nc1ccc(F)cc1)[C@@H](C)CO	1	1	C21H32FN5O5S	0.0	CHEBI_101725
CO[C@@H](CN(C)S(=O)(=O)c1cn(C)cn1)[C@@H](C)CN(C(=O)Nc1ccc(F)cc1)[C@H](C)CO	1	1	C21H32FN5O5S	0.0	CHEBI_98874
CO[C@@H](CN(C)S(=O)(=O)c1cn(C)cn1)[C@H](C)CN(C(=O)Nc1ccc(F)cc1)[C@@H](C)CO	1	1	C21H32FN5O5S	0.0	CHEBI_99256
CO[C@@H](CN(C)S(=O)(=O)c1cn(C)cn1)[C@H](C)CN(C(=O)Nc1ccc(F)cc1)[C@H](C)CO	1	1	C21H32FN5O5S	0.0	CHEBI_100176
CO[C@@H]1/C(=N/O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N(COC(C)C)C4	1	1	C31H30N4O5	0.0	CHEBI_208757
CO[C@@H]1C(=O)c2c(oc3ccccc23)[C@H](O)[C@H]1O	1	1	C13H12O5	0.0	CHEBI_206408
CO[C@@H]1C(C=O)=CC[C@@H]2C3=C(C(C)C)CC[C@]3(C)C(=O)C[C@@]2(C)[C@H]1O	1	1	C21H30O4	0.0	CHEBI_225224
CO[C@@H]1C=C(CC[C@H]2/C(=C/OS(=O)(=O)[O-])CC[C@H]3[C@]2(C)CC[C@H]2C(C)(C)CCC[C@]32C)C(=O)O1.[Na+]	1	1	C26H39NaO7S	0.0	CHEBI_69288
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@@H](C)N(CC2CCCC2)C[C@@H]1C	1	1	C27H41N3O4	0.0	CHEBI_106429
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@H](C)N(CC2CCCC2)C[C@@H]1C	1	1	C27H41N3O4	0.0	CHEBI_106465
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@H](C)N(CC2CCCC2)C[C@H]1C	1	1	C27H41N3O4	0.0	CHEBI_106564
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@@H]1C	1	1	C30H34N6O4S	0.0	CHEBI_102590
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C	1	1	C30H34N6O4S	0.0	CHEBI_99601
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@@H]1C	1	1	C30H34N6O4S	0.0	CHEBI_100675
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2cncnc2)C[C@H]1C	1	1	C30H34N6O4S	0.0	CHEBI_97085
CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@@H](C)N(C(=O)c2ccccn2)C[C@@H]1C	1	1	C25H32N4O5	0.0	CHEBI_115223
CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@@H](C)N(C(=O)c2ccccn2)C[C@H]1C	1	1	C25H32N4O5	0.0	CHEBI_115169
CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@@H](C)N(Cc2cc(-c3ccccc3)on2)C[C@H]1C	1	1	C29H36N4O5	0.0	CHEBI_112150
CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@H](C)N(C(=O)c2ccccn2)C[C@@H]1C	1	1	C25H32N4O5	0.0	CHEBI_115194
CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@H](C)N(C(=O)c2ccccn2)C[C@H]1C	1	1	C25H32N4O5	0.0	CHEBI_115387
CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C	1	1	C28H40N4O6S	0.0	CHEBI_99249
CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@H]1C	1	1	C28H40N4O6S	0.0	CHEBI_97056
CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@@H]1C	1	1	C28H40N4O6S	0.0	CHEBI_99140
CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@H]1C	1	1	C28H40N4O6S	0.0	CHEBI_101472
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)NC(C)C)cc2OC[C@@H](C)N(C)C[C@@H]1C	1	1	C22H36N4O4	0.0	CHEBI_97623
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)NC(C)C)cc2OC[C@H](C)N(C)C[C@@H]1C	1	1	C22H36N4O4	0.0	CHEBI_97111
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)NC(C)C)cc2OC[C@H](C)N(C)C[C@H]1C	1	1	C22H36N4O4	0.0	CHEBI_101373
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3cc(F)ccc3F)cc2OC[C@@H](C)N(C)C[C@@H]1C	1	1	C25H32F2N4O4	0.0	CHEBI_102105
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3cc(F)ccc3F)cc2OC[C@H](C)N(C)C[C@@H]1C	1	1	C25H32F2N4O4	0.0	CHEBI_100788
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3cc(F)ccc3F)cc2OC[C@H](C)N(C)C[C@H]1C	1	1	C25H32F2N4O4	0.0	CHEBI_101054
