threshold,n_predictions_for_class,n_high_confidence,high_confidence_fraction,tp,fp,tn,fn,precision,recall,sensitivity,specificity,false_positive_rate,false_negative_rate,f1,balanced_accuracy,youden_j
76,4475,4127,0.9222346368715084,3953,174,15,333,0.9578386236976012,0.9223051796546897,0.9223051796546897,0.07936507936507936,0.9206349206349206,0.0776948203453103,0.9397361226673008,0.5008351295098845,0.001670259019769027
77,4475,3877,0.8663687150837989,3728,149,40,558,0.9615682228527211,0.8698086794213719,0.8698086794213719,0.21164021164021163,0.7883597883597884,0.1301913205786281,0.9133896851647678,0.5407244455307918,0.0814488910615836
78,4475,3796,0.848268156424581,3670,126,63,616,0.9668071654373024,0.8562762482501166,0.8562762482501166,0.3333333333333333,0.6666666666666666,0.14372375174988333,0.9081910418213313,0.594804790791725,0.18960958158344998
79,4475,3750,0.8379888268156425,3638,112,77,648,0.9701333333333333,0.8488100793280448,0.8488100793280448,0.4074074074074074,0.5925925925925926,0.1511899206719552,0.9054255848680937,0.628108743367726,0.2562174867354521
80,4475,3686,0.8236871508379888,3592,94,95,694,0.9744981009224091,0.8380774615025665,0.8380774615025665,0.5026455026455027,0.4973544973544973,0.16192253849743352,0.9011540391369794,0.6703614820740346,0.34072296414806913
81,4475,3675,0.8212290502793296,3587,88,101,699,0.9760544217687075,0.8369108726084927,0.8369108726084927,0.5343915343915344,0.4656084656084656,0.16308912739150724,0.9011430724783318,0.6856512035000135,0.37130240700002703
82,4475,3646,0.8147486033519553,3565,81,108,721,0.9777838727372463,0.8317778814745683,0.8317778814745683,0.5714285714285714,0.42857142857142855,0.16822211852543165,0.8988905698436711,0.7016032264515699,0.40320645290313983
83,4475,3634,0.8120670391061453,3559,75,114,727,0.9793615850302697,0.8303779748016799,0.8303779748016799,0.6031746031746031,0.3968253968253968,0.16962202519832012,0.8987373737373737,0.7167762889881415,0.433552577976283
84,4475,3624,0.8098324022346368,3551,73,116,735,0.9798565121412803,0.8285114325711619,0.8285114325711619,0.6137566137566137,0.3862433862433862,0.17148856742883808,0.8978508217446272,0.7211340231638879,0.4422680463277757
85,4475,3615,0.8078212290502793,3544,71,118,742,0.9803596127247579,0.8268782081194587,0.8268782081194587,0.6243386243386243,0.37566137566137564,0.1731217918805413,0.8971016327047209,0.7256084162290415,0.451216832458083
86,4475,3608,0.8062569832402234,3542,66,123,744,0.9817073170731707,0.8264115725618292,0.8264115725618292,0.6507936507936508,0.3492063492063492,0.1735884274381708,0.8973904231061566,0.73860261167774,0.47720522335548
87,4475,3571,0.7979888268156424,3507,64,125,779,0.982077849341921,0.8182454503033131,0.8182454503033131,0.6613756613756614,0.3386243386243386,0.1817545496966869,0.8927071401298206,0.7398105558394872,0.47962111167897437
88,4475,3560,0.7955307262569833,3497,63,126,789,0.9823033707865169,0.8159122725151656,0.8159122725151656,0.6666666666666666,0.3333333333333333,0.18408772748483435,0.8914096354830487,0.7412894695909161,0.48257893918183226
89,4475,3538,0.7906145251396648,3481,57,132,805,0.9838892029395139,0.8121791880541297,0.8121791880541297,0.6984126984126984,0.30158730158730157,0.18782081194587028,0.8898261758691206,0.7552959432334141,0.5105918864668282
90,4475,3525,0.7877094972067039,3472,53,136,814,0.9849645390070922,0.810079328044797,0.810079328044797,0.7195767195767195,0.2804232804232804,0.18992067195520299,0.8890026885161952,0.7648280238107583,0.5296560476215166
91,4475,3515,0.7854748603351955,3462,53,136,824,0.9849217638691323,0.8077461502566495,0.8077461502566495,0.7195767195767195,0.2804232804232804,0.19225384974335044,0.8875785155749262,0.7636614349166846,0.5273228698333692
92,4475,3497,0.7814525139664804,3444,53,136,842,0.9848441521303974,0.8035464302379841,0.8035464302379841,0.7195767195767195,0.2804232804232804,0.19645356976201586,0.8850057818321982,0.7615615749073519,0.5231231498147038
93,4475,3489,0.7796648044692738,3436,53,136,850,0.9848094009744912,0.8016798880074661,0.8016798880074661,0.7195767195767195,0.2804232804232804,0.19832011199253383,0.8838585209003215,0.7606283037920929,0.5212566075841858
94,4475,3487,0.779217877094972,3434,53,136,852,0.9848006882707199,0.8012132524498367,0.8012132524498367,0.7195767195767195,0.2804232804232804,0.19878674755016332,0.8835713366782451,0.7603949860132782,0.5207899720265563
95,4475,3485,0.7787709497206704,3434,51,138,852,0.9853658536585366,0.8012132524498367,0.8012132524498367,0.7301587301587301,0.2698412698412698,0.19878674755016332,0.8837987389010422,0.7656859913042834,0.5313719826085668
96,4475,3484,0.7785474860335195,3433,51,138,853,0.985361653272101,0.8009799346710219,0.8009799346710219,0.7301587301587301,0.2698412698412698,0.19902006532897806,0.8836550836550837,0.765569332414876,0.531138664829752
97,4475,3484,0.7785474860335195,3433,51,138,853,0.985361653272101,0.8009799346710219,0.8009799346710219,0.7301587301587301,0.2698412698412698,0.19902006532897806,0.8836550836550837,0.765569332414876,0.531138664829752
98,4475,3483,0.7783240223463687,3433,50,139,853,0.9856445592879701,0.8009799346710219,0.8009799346710219,0.7354497354497355,0.26455026455026454,0.19902006532897806,0.8837688248165787,0.7682148350603787,0.5364296701207574
99,4475,3481,0.777877094972067,3432,49,140,854,0.9859235851766733,0.8007466168922072,0.8007466168922072,0.7407407407407407,0.25925925925925924,0.1992533831077928,0.8837388953263807,0.7707436788164739,0.5414873576329478
100,4475,3480,0.7776536312849162,3431,49,140,855,0.985919540229885,0.8005132991133924,0.8005132991133924,0.7407407407407407,0.25925925925925924,0.19948670088660755,0.8835951583826938,0.7706270199270666,0.5412540398541332
