id1,id2,pair_id,true_class,predicted_class,score_S,correct_prediction
CHEBI_179474,CHEBI_179476,CHEBI_179474_CHEBI_179476,diastereomer,diastereomer,79.0,1
CHEBI_102409,CHEBI_97950,CHEBI_102409_CHEBI_97950,diastereomer,diastereomer,100.0,1
CHEBI_197884,CHEBI_213979,CHEBI_197884_CHEBI_213979,diastereomer,diastereomer,100.0,1
CHEBI_50063,CHEBI_50061,CHEBI_50061_CHEBI_50063,diastereomer,diastereomer,100.0,1
CHEBI_110750,CHEBI_110711,CHEBI_110711_CHEBI_110750,diastereomer,diastereomer,100.0,1
CHEBI_223971,CHEBI_223964,CHEBI_223964_CHEBI_223971,diastereomer,diastereomer,100.0,1
CHEBI_63180,CHEBI_63178,CHEBI_63178_CHEBI_63180,diastereomer,diastereomer,100.0,1
CHEBI_66248,CHEBI_40322,CHEBI_40322_CHEBI_66248,diastereomer,diastereomer,100.0,1
CHEBI_117970,CHEBI_99861,CHEBI_117970_CHEBI_99861,diastereomer,diastereomer,100.0,1
CHEBI_119119,CHEBI_119125,CHEBI_119119_CHEBI_119125,diastereomer,diastereomer,100.0,1
CHEBI_199939,CHEBI_217483,CHEBI_199939_CHEBI_217483,diastereomer,diastereomer,100.0,1
CHEBI_150151,CHEBI_150712,CHEBI_150151_CHEBI_150712,diastereomer,diastereomer,100.0,1
CHEBI_211942,CHEBI_226072,CHEBI_211942_CHEBI_226072,diastereomer,diastereomer,100.0,1
CHEBI_101347,CHEBI_102576,CHEBI_101347_CHEBI_102576,diastereomer,diastereomer,100.0,1
CHEBI_118857,CHEBI_118912,CHEBI_118857_CHEBI_118912,diastereomer,diastereomer,100.0,1
CHEBI_224526,CHEBI_224522,CHEBI_224522_CHEBI_224526,diastereomer,diastereomer,100.0,1
CHEBI_60476,CHEBI_528825,CHEBI_528825_CHEBI_60476,diastereomer,diastereomer,100.0,1
CHEBI_204034,CHEBI_198886,CHEBI_198886_CHEBI_204034,diastereomer,diastereomer,76.0,1
CHEBI_213257,CHEBI_213224,CHEBI_213224_CHEBI_213257,diastereomer,diastereomer,100.0,1
CHEBI_35636,CHEBI_35635,CHEBI_35635_CHEBI_35636,diastereomer,diastereomer,100.0,1
CHEBI_129580,CHEBI_128620,CHEBI_128620_CHEBI_129580,diastereomer,diastereomer,100.0,1
CHEBI_119628,CHEBI_119624,CHEBI_119624_CHEBI_119628,diastereomer,diastereomer,100.0,1
CHEBI_66939,CHEBI_61467,CHEBI_61467_CHEBI_66939,diastereomer,diastereomer,83.0,1
