cluster_index,cluster_members,cluster_size,present_members,unmapped_members,mnx_ids_hit,distinct_mnx_ids,n_distinct_mnx_ids,member_to_mnx,classification,jaccard_cluster_vs_mnx
607605,"['chebi:53617', 'keggC:C19412', 'seedM:cpd20668']",3,"['chebi:53617', 'keggC:C19412', 'seedM:cpd20668']",[],"['https://rdf.metanetx.org/chem/MNXM1369268', 'https://rdf.metanetx.org/chem/MNXM1369269']","['https://rdf.metanetx.org/chem/MNXM1369268', 'https://rdf.metanetx.org/chem/MNXM1369269']",2,"{'chebi:53617': 'https://rdf.metanetx.org/chem/MNXM1369268', 'keggC:C19412': 'https://rdf.metanetx.org/chem/MNXM1369268', 'seedM:cpd20668': 'https://rdf.metanetx.org/chem/MNXM1369269'}",mnx_id_disagreement,0.0
607711,"['chebi:29312', 'chebi:30487']",2,"['chebi:29312', 'chebi:30487']",[],"['https://rdf.metanetx.org/chem/MNXM1372087', 'https://rdf.metanetx.org/chem/MNXM1372088']","['https://rdf.metanetx.org/chem/MNXM1372087', 'https://rdf.metanetx.org/chem/MNXM1372088']",2,"{'chebi:29312': 'https://rdf.metanetx.org/chem/MNXM1372087', 'chebi:30487': 'https://rdf.metanetx.org/chem/MNXM1372088'}",mnx_id_disagreement,0.0
608705,"['chebi:165632', 'hmdb:HMDB0041220', 'keggD:D03782']",3,"['chebi:165632', 'hmdb:HMDB0041220', 'keggD:D03782']",[],"['https://rdf.metanetx.org/chem/MNXM1370017', 'https://rdf.metanetx.org/chem/MNXM1370018']","['https://rdf.metanetx.org/chem/MNXM1370017', 'https://rdf.metanetx.org/chem/MNXM1370018']",2,"{'chebi:165632': 'https://rdf.metanetx.org/chem/MNXM1370018', 'hmdb:HMDB0041220': 'https://rdf.metanetx.org/chem/MNXM1370018', 'keggD:D03782': 'https://rdf.metanetx.org/chem/MNXM1370017'}",mnx_id_disagreement,0.0
608752,"['chebi:51063', 'keggD:D02074']",2,"['chebi:51063', 'keggD:D02074']",[],"['https://rdf.metanetx.org/chem/MNXM1583241', 'https://rdf.metanetx.org/chem/MNXM1583243']","['https://rdf.metanetx.org/chem/MNXM1583241', 'https://rdf.metanetx.org/chem/MNXM1583243']",2,"{'chebi:51063': 'https://rdf.metanetx.org/chem/MNXM1583243', 'keggD:D02074': 'https://rdf.metanetx.org/chem/MNXM1583241'}",mnx_id_disagreement,0.0
608753,"['chebi:51064', 'hmdb:HMDB0303394', 'keggD:D02078']",3,"['chebi:51064', 'hmdb:HMDB0303394', 'keggD:D02078']",[],"['https://rdf.metanetx.org/chem/MNXM1583242', 'https://rdf.metanetx.org/chem/MNXM1583244']","['https://rdf.metanetx.org/chem/MNXM1583242', 'https://rdf.metanetx.org/chem/MNXM1583244']",2,"{'chebi:51064': 'https://rdf.metanetx.org/chem/MNXM1583244', 'hmdb:HMDB0303394': 'https://rdf.metanetx.org/chem/MNXM1583244', 'keggD:D02078': 'https://rdf.metanetx.org/chem/MNXM1583242'}",mnx_id_disagreement,0.0
609087,"['chebi:16789', 'seedM:cpd00368']",2,"['chebi:16789', 'seedM:cpd00368']",[],"['https://rdf.metanetx.org/chem/MNXM1368630', 'https://rdf.metanetx.org/chem/MNXM1368631']","['https://rdf.metanetx.org/chem/MNXM1368630', 'https://rdf.metanetx.org/chem/MNXM1368631']",2,"{'chebi:16789': 'https://rdf.metanetx.org/chem/MNXM1368630', 'seedM:cpd00368': 'https://rdf.metanetx.org/chem/MNXM1368631'}",mnx_id_disagreement,0.0
609565,"['chebi:182822', 'hmdb:HMDB0255142', 'sabiorkM:2677']",3,"['chebi:182822', 'hmdb:HMDB0255142', 'sabiorkM:2677']",[],"['https://rdf.metanetx.org/chem/MNXM1374328', 'https://rdf.metanetx.org/chem/MNXM734252']","['https://rdf.metanetx.org/chem/MNXM1374328', 'https://rdf.metanetx.org/chem/MNXM734252']",2,"{'chebi:182822': 'https://rdf.metanetx.org/chem/MNXM1374328', 'hmdb:HMDB0255142': 'https://rdf.metanetx.org/chem/MNXM1374328', 'sabiorkM:2677': 'https://rdf.metanetx.org/chem/MNXM734252'}",mnx_id_disagreement,0.0
611687,"['hmdb:HMDB0244754', 'sabiorkM:7215']",2,"['hmdb:HMDB0244754', 'sabiorkM:7215']",[],"['https://rdf.metanetx.org/chem/MNXM1506377', 'https://rdf.metanetx.org/chem/MNXM733638']","['https://rdf.metanetx.org/chem/MNXM1506377', 'https://rdf.metanetx.org/chem/MNXM733638']",2,"{'hmdb:HMDB0244754': 'https://rdf.metanetx.org/chem/MNXM1506377', 'sabiorkM:7215': 'https://rdf.metanetx.org/chem/MNXM733638'}",mnx_id_disagreement,0.0
612023,"['chebi:36281', 'sabiorkM:5437']",2,"['chebi:36281', 'sabiorkM:5437']",[],"['https://rdf.metanetx.org/chem/MNXM1370996', 'https://rdf.metanetx.org/chem/MNXM1370997']","['https://rdf.metanetx.org/chem/MNXM1370996', 'https://rdf.metanetx.org/chem/MNXM1370997']",2,"{'chebi:36281': 'https://rdf.metanetx.org/chem/MNXM1370996', 'sabiorkM:5437': 'https://rdf.metanetx.org/chem/MNXM1370997'}",mnx_id_disagreement,0.0
612084,"['chebi:62210', 'seedM:cpd20968']",2,"['chebi:62210', 'seedM:cpd20968']",[],"['https://rdf.metanetx.org/chem/MNXM1369815', 'https://rdf.metanetx.org/chem/MNXM1369816']","['https://rdf.metanetx.org/chem/MNXM1369815', 'https://rdf.metanetx.org/chem/MNXM1369816']",2,"{'chebi:62210': 'https://rdf.metanetx.org/chem/MNXM1369815', 'seedM:cpd20968': 'https://rdf.metanetx.org/chem/MNXM1369816'}",mnx_id_disagreement,0.0
612522,"['chebi:15539', 'hmdb:HMDB0001275', 'keggC:C00100', 'keggC:C02843', 'lipidmapsM:LMFA07050364']",5,"['chebi:15539', 'hmdb:HMDB0001275', 'keggC:C00100', 'keggC:C02843', 'lipidmapsM:LMFA07050364']",[],"['https://rdf.metanetx.org/chem/MNXM1364266', 'https://rdf.metanetx.org/chem/MNXM146118']","['https://rdf.metanetx.org/chem/MNXM1364266', 'https://rdf.metanetx.org/chem/MNXM146118']",2,"{'chebi:15539': 'https://rdf.metanetx.org/chem/MNXM1364266', 'hmdb:HMDB0001275': 'https://rdf.metanetx.org/chem/MNXM1364266', 'keggC:C00100': 'https://rdf.metanetx.org/chem/MNXM1364266', 'keggC:C02843': 'https://rdf.metanetx.org/chem/MNXM146118', 'lipidmapsM:LMFA07050364': 'https://rdf.metanetx.org/chem/MNXM1364266'}",mnx_id_disagreement,0.0
613226,"['chebi:80815', 'keggC:C16947', 'seedM:cpd17220']",3,"['chebi:80815', 'keggC:C16947', 'seedM:cpd17220']",[],"['https://rdf.metanetx.org/chem/MNXM1369754', 'https://rdf.metanetx.org/chem/MNXM1369755']","['https://rdf.metanetx.org/chem/MNXM1369754', 'https://rdf.metanetx.org/chem/MNXM1369755']",2,"{'chebi:80815': 'https://rdf.metanetx.org/chem/MNXM1369754', 'keggC:C16947': 'https://rdf.metanetx.org/chem/MNXM1369754', 'seedM:cpd17220': 'https://rdf.metanetx.org/chem/MNXM1369755'}",mnx_id_disagreement,0.0
613925,"['chebi:16673', 'hmdb:HMDB0031148', 'keggC:C02880', 'vmhM:protochloroph']",4,"['chebi:16673', 'hmdb:HMDB0031148', 'keggC:C02880', 'vmhM:protochloroph']",[],"['https://rdf.metanetx.org/chem/MNXM1582999', 'https://rdf.metanetx.org/chem/MNXM1584668']","['https://rdf.metanetx.org/chem/MNXM1582999', 'https://rdf.metanetx.org/chem/MNXM1584668']",2,"{'chebi:16673': 'https://rdf.metanetx.org/chem/MNXM1584668', 'hmdb:HMDB0031148': 'https://rdf.metanetx.org/chem/MNXM1584668', 'keggC:C02880': 'https://rdf.metanetx.org/chem/MNXM1584668', 'vmhM:protochloroph': 'https://rdf.metanetx.org/chem/MNXM1582999'}",mnx_id_disagreement,0.0
613956,"['chebi:85142', 'keggC:C12415', 'vmhM:nglntme', 'seedM:cpd13429']",4,"['chebi:85142', 'keggC:C12415', 'seedM:cpd13429', 'vmhM:nglntme']",[],"['https://rdf.metanetx.org/chem/MNXM1370098', 'https://rdf.metanetx.org/chem/MNXM1370099']","['https://rdf.metanetx.org/chem/MNXM1370098', 'https://rdf.metanetx.org/chem/MNXM1370099']",2,"{'chebi:85142': 'https://rdf.metanetx.org/chem/MNXM1370098', 'keggC:C12415': 'https://rdf.metanetx.org/chem/MNXM1370098', 'seedM:cpd13429': 'https://rdf.metanetx.org/chem/MNXM1370099', 'vmhM:nglntme': 'https://rdf.metanetx.org/chem/MNXM1370098'}",mnx_id_disagreement,0.0
614046,"['chebi:5533', 'seedM:cpd04171']",2,"['chebi:5533', 'seedM:cpd04171']",[],"['https://rdf.metanetx.org/chem/MNXM1370259', 'https://rdf.metanetx.org/chem/MNXM1370261']","['https://rdf.metanetx.org/chem/MNXM1370259', 'https://rdf.metanetx.org/chem/MNXM1370261']",2,"{'chebi:5533': 'https://rdf.metanetx.org/chem/MNXM1370259', 'seedM:cpd04171': 'https://rdf.metanetx.org/chem/MNXM1370261'}",mnx_id_disagreement,0.0
614110,"['chebi:12427', 'keggC:C04537', 'vmhM:chito2pdol_L', 'vmhM:chito2pdol_U']",4,"['chebi:12427', 'keggC:C04537', 'vmhM:chito2pdol_L', 'vmhM:chito2pdol_U']",[],"['https://rdf.metanetx.org/chem/MNXM1103895', 'https://rdf.metanetx.org/chem/MNXM738982']","['https://rdf.metanetx.org/chem/MNXM1103895', 'https://rdf.metanetx.org/chem/MNXM738982']",2,"{'chebi:12427': 'https://rdf.metanetx.org/chem/MNXM738982', 'keggC:C04537': 'https://rdf.metanetx.org/chem/MNXM738982', 'vmhM:chito2pdol_L': 'https://rdf.metanetx.org/chem/MNXM1103895', 'vmhM:chito2pdol_U': 'https://rdf.metanetx.org/chem/MNXM1103895'}",mnx_id_disagreement,0.0
615086,"['hmdb:HMDB0247779', 'sabiorkM:1859']",2,"['hmdb:HMDB0247779', 'sabiorkM:1859']",[],"['https://rdf.metanetx.org/chem/MNXM3683', 'https://rdf.metanetx.org/chem/MNXM50307']","['https://rdf.metanetx.org/chem/MNXM3683', 'https://rdf.metanetx.org/chem/MNXM50307']",2,"{'hmdb:HMDB0247779': 'https://rdf.metanetx.org/chem/MNXM50307', 'sabiorkM:1859': 'https://rdf.metanetx.org/chem/MNXM3683'}",mnx_id_disagreement,0.0
615699,"['hmdb:HMDB0246214', 'sabiorkM:26354']",2,"['hmdb:HMDB0246214', 'sabiorkM:26354']",[],"['https://rdf.metanetx.org/chem/MNXM1507121', 'https://rdf.metanetx.org/chem/MNXM166427']","['https://rdf.metanetx.org/chem/MNXM1507121', 'https://rdf.metanetx.org/chem/MNXM166427']",2,"{'hmdb:HMDB0246214': 'https://rdf.metanetx.org/chem/MNXM1507121', 'sabiorkM:26354': 'https://rdf.metanetx.org/chem/MNXM166427'}",mnx_id_disagreement,0.0
617684,"['chebi:9420', 'keggC:C09196', 'seedM:cpd06092']",3,"['chebi:9420', 'keggC:C09196', 'seedM:cpd06092']",[],"['https://rdf.metanetx.org/chem/MNXM1372448', 'https://rdf.metanetx.org/chem/MNXM1372449']","['https://rdf.metanetx.org/chem/MNXM1372448', 'https://rdf.metanetx.org/chem/MNXM1372449']",2,"{'chebi:9420': 'https://rdf.metanetx.org/chem/MNXM1372448', 'keggC:C09196': 'https://rdf.metanetx.org/chem/MNXM1372448', 'seedM:cpd06092': 'https://rdf.metanetx.org/chem/MNXM1372449'}",mnx_id_disagreement,0.0
617788,"['sabiorkM:25338', 'seedM:cpd27446']",2,"['sabiorkM:25338', 'seedM:cpd27446']",[],"['https://rdf.metanetx.org/chem/MNXM1137148', 'https://rdf.metanetx.org/chem/MNXM61815']","['https://rdf.metanetx.org/chem/MNXM1137148', 'https://rdf.metanetx.org/chem/MNXM61815']",2,"{'sabiorkM:25338': 'https://rdf.metanetx.org/chem/MNXM1137148', 'seedM:cpd27446': 'https://rdf.metanetx.org/chem/MNXM61815'}",mnx_id_disagreement,0.0
617993,"['chebi:49033', 'hmdb:HMDB0250776', 'sabiorkM:2611']",3,"['chebi:49033', 'hmdb:HMDB0250776', 'sabiorkM:2611']",[],"['https://rdf.metanetx.org/chem/MNXM1364200', 'https://rdf.metanetx.org/chem/MNXM1364201']","['https://rdf.metanetx.org/chem/MNXM1364200', 'https://rdf.metanetx.org/chem/MNXM1364201']",2,"{'chebi:49033': 'https://rdf.metanetx.org/chem/MNXM1364201', 'hmdb:HMDB0250776': 'https://rdf.metanetx.org/chem/MNXM1364201', 'sabiorkM:2611': 'https://rdf.metanetx.org/chem/MNXM1364200'}",mnx_id_disagreement,0.0
617997,"['chebi:49032', 'chebi:58773', 'keggC:C15998', 'vmhM:metsox_R_L', 'sabiorkM:32573', 'seedM:cpd14720']",6,"['chebi:49032', 'chebi:58773', 'keggC:C15998', 'sabiorkM:32573', 'seedM:cpd14720', 'vmhM:metsox_R_L']",[],"['https://rdf.metanetx.org/chem/MNXM1364200', 'https://rdf.metanetx.org/chem/MNXM2245']","['https://rdf.metanetx.org/chem/MNXM1364200', 'https://rdf.metanetx.org/chem/MNXM2245']",2,"{'chebi:49032': 'https://rdf.metanetx.org/chem/MNXM2245', 'chebi:58773': 'https://rdf.metanetx.org/chem/MNXM2245', 'keggC:C15998': 'https://rdf.metanetx.org/chem/MNXM2245', 'sabiorkM:32573': 'https://rdf.metanetx.org/chem/MNXM2245', 'seedM:cpd14720': 'https://rdf.metanetx.org/chem/MNXM2245', 'vmhM:metsox_R_L': 'https://rdf.metanetx.org/chem/MNXM1364200'}",mnx_id_disagreement,0.0
618389,"['chebi:31530', 'hmdb:HMDB0251697', 'keggC:C13008', 'keggD:D01552', 'seedM:cpd09354']",5,"['chebi:31530', 'hmdb:HMDB0251697', 'keggC:C13008', 'keggD:D01552', 'seedM:cpd09354']",[],"['https://rdf.metanetx.org/chem/MNXM1364663', 'https://rdf.metanetx.org/chem/MNXM1364664']","['https://rdf.metanetx.org/chem/MNXM1364663', 'https://rdf.metanetx.org/chem/MNXM1364664']",2,"{'chebi:31530': 'https://rdf.metanetx.org/chem/MNXM1364664', 'hmdb:HMDB0251697': 'https://rdf.metanetx.org/chem/MNXM1364664', 'keggC:C13008': 'https://rdf.metanetx.org/chem/MNXM1364664', 'keggD:D01552': 'https://rdf.metanetx.org/chem/MNXM1364664', 'seedM:cpd09354': 'https://rdf.metanetx.org/chem/MNXM1364663'}",mnx_id_disagreement,0.0
619013,"['chebi:136097', 'chebi:143145']",2,"['chebi:136097', 'chebi:143145']",[],"['https://rdf.metanetx.org/chem/MNXM680705', 'https://rdf.metanetx.org/chem/MNXM746987']","['https://rdf.metanetx.org/chem/MNXM680705', 'https://rdf.metanetx.org/chem/MNXM746987']",2,"{'chebi:136097': 'https://rdf.metanetx.org/chem/MNXM680705', 'chebi:143145': 'https://rdf.metanetx.org/chem/MNXM746987'}",mnx_id_disagreement,0.0
619410,"['chebi:68441', 'hmdb:HMDB0003099', 'keggC:C16359', 'vmhM:1murt', 'seedM:cpd15075']",5,"['chebi:68441', 'hmdb:HMDB0003099', 'keggC:C16359', 'seedM:cpd15075', 'vmhM:1murt']",[],"['https://rdf.metanetx.org/chem/MNXM1372253', 'https://rdf.metanetx.org/chem/MNXM1372254']","['https://rdf.metanetx.org/chem/MNXM1372253', 'https://rdf.metanetx.org/chem/MNXM1372254']",2,"{'chebi:68441': 'https://rdf.metanetx.org/chem/MNXM1372253', 'hmdb:HMDB0003099': 'https://rdf.metanetx.org/chem/MNXM1372253', 'keggC:C16359': 'https://rdf.metanetx.org/chem/MNXM1372253', 'seedM:cpd15075': 'https://rdf.metanetx.org/chem/MNXM1372254', 'vmhM:1murt': 'https://rdf.metanetx.org/chem/MNXM1372253'}",mnx_id_disagreement,0.0
620142,"['hmdb:HMDB0253124', 'sabiorkM:20826']",2,"['hmdb:HMDB0253124', 'sabiorkM:20826']",[],"['https://rdf.metanetx.org/chem/MNXM1107959', 'https://rdf.metanetx.org/chem/MNXM1510317']","['https://rdf.metanetx.org/chem/MNXM1107959', 'https://rdf.metanetx.org/chem/MNXM1510317']",2,"{'hmdb:HMDB0253124': 'https://rdf.metanetx.org/chem/MNXM1510317', 'sabiorkM:20826': 'https://rdf.metanetx.org/chem/MNXM1107959'}",mnx_id_disagreement,0.0
622103,"['hmdb:HMDB0252974', 'sabiorkM:1280']",2,"['hmdb:HMDB0252974', 'sabiorkM:1280']",[],"['https://rdf.metanetx.org/chem/MNXM1103285', 'https://rdf.metanetx.org/chem/MNXM1510247']","['https://rdf.metanetx.org/chem/MNXM1103285', 'https://rdf.metanetx.org/chem/MNXM1510247']",2,"{'hmdb:HMDB0252974': 'https://rdf.metanetx.org/chem/MNXM1510247', 'sabiorkM:1280': 'https://rdf.metanetx.org/chem/MNXM1103285'}",mnx_id_disagreement,0.0
622139,"['hmdb:HMDB0245800', 'sabiorkM:5131']",2,"['hmdb:HMDB0245800', 'sabiorkM:5131']",[],"['https://rdf.metanetx.org/chem/MNXM165189', 'https://rdf.metanetx.org/chem/MNXM730462']","['https://rdf.metanetx.org/chem/MNXM165189', 'https://rdf.metanetx.org/chem/MNXM730462']",2,"{'hmdb:HMDB0245800': 'https://rdf.metanetx.org/chem/MNXM165189', 'sabiorkM:5131': 'https://rdf.metanetx.org/chem/MNXM730462'}",mnx_id_disagreement,0.0
622751,"['chebi:57315', 'vmhM:3hbcoa_R', 'seedM:cpd02234', 'seedM:cpd03043', 'SLM:000389933']",5,"['SLM:000389933', 'chebi:57315', 'seedM:cpd02234', 'seedM:cpd03043', 'vmhM:3hbcoa_R']",[],"['https://rdf.metanetx.org/chem/MNXM1364140', 'https://rdf.metanetx.org/chem/MNXM1364141']","['https://rdf.metanetx.org/chem/MNXM1364140', 'https://rdf.metanetx.org/chem/MNXM1364141']",2,"{'SLM:000389933': 'https://rdf.metanetx.org/chem/MNXM1364140', 'chebi:57315': 'https://rdf.metanetx.org/chem/MNXM1364140', 'seedM:cpd02234': 'https://rdf.metanetx.org/chem/MNXM1364140', 'seedM:cpd03043': 'https://rdf.metanetx.org/chem/MNXM1364141', 'vmhM:3hbcoa_R': 'https://rdf.metanetx.org/chem/MNXM1364140'}",mnx_id_disagreement,0.0
623981,"['chebi:230133', 'hmdb:HMDB0278823']",2,"['chebi:230133', 'hmdb:HMDB0278823']",[],"['https://rdf.metanetx.org/chem/MNXM1583942', 'https://rdf.metanetx.org/chem/MNXM1583943']","['https://rdf.metanetx.org/chem/MNXM1583942', 'https://rdf.metanetx.org/chem/MNXM1583943']",2,"{'chebi:230133': 'https://rdf.metanetx.org/chem/MNXM1583942', 'hmdb:HMDB0278823': 'https://rdf.metanetx.org/chem/MNXM1583943'}",mnx_id_disagreement,0.0
624269,"['chebi:144332', 'hmdb:HMDB0242694', 'sabiorkM:5633']",3,"['chebi:144332', 'hmdb:HMDB0242694', 'sabiorkM:5633']",[],"['https://rdf.metanetx.org/chem/MNXM2409', 'https://rdf.metanetx.org/chem/MNXM747671']","['https://rdf.metanetx.org/chem/MNXM2409', 'https://rdf.metanetx.org/chem/MNXM747671']",2,"{'chebi:144332': 'https://rdf.metanetx.org/chem/MNXM747671', 'hmdb:HMDB0242694': 'https://rdf.metanetx.org/chem/MNXM747671', 'sabiorkM:5633': 'https://rdf.metanetx.org/chem/MNXM2409'}",mnx_id_disagreement,0.0
624520,"['chebi:78283', 'keggC:C20974', 'seedM:cpd35936']",3,"['chebi:78283', 'keggC:C20974', 'seedM:cpd35936']",[],"['https://rdf.metanetx.org/chem/MNXM1368162', 'https://rdf.metanetx.org/chem/MNXM1368163']","['https://rdf.metanetx.org/chem/MNXM1368162', 'https://rdf.metanetx.org/chem/MNXM1368163']",2,"{'chebi:78283': 'https://rdf.metanetx.org/chem/MNXM1368162', 'keggC:C20974': 'https://rdf.metanetx.org/chem/MNXM1368162', 'seedM:cpd35936': 'https://rdf.metanetx.org/chem/MNXM1368163'}",mnx_id_disagreement,0.0
624560,"['chebi:50862', 'seedM:cpd32049']",2,"['chebi:50862', 'seedM:cpd32049']",[],"['https://rdf.metanetx.org/chem/MNXM1369486', 'https://rdf.metanetx.org/chem/MNXM1369487']","['https://rdf.metanetx.org/chem/MNXM1369486', 'https://rdf.metanetx.org/chem/MNXM1369487']",2,"{'chebi:50862': 'https://rdf.metanetx.org/chem/MNXM1369486', 'seedM:cpd32049': 'https://rdf.metanetx.org/chem/MNXM1369487'}",mnx_id_disagreement,0.0
626081,"['chebi:61049', 'keggC:C01375', 'keggD:D08556', 'lipidmapsM:LMPK04000003']",4,"['chebi:61049', 'keggC:C01375', 'keggD:D08556', 'lipidmapsM:LMPK04000003']",[],"['https://rdf.metanetx.org/chem/MNXM1364241', 'https://rdf.metanetx.org/chem/MNXM1364242']","['https://rdf.metanetx.org/chem/MNXM1364241', 'https://rdf.metanetx.org/chem/MNXM1364242']",2,"{'chebi:61049': 'https://rdf.metanetx.org/chem/MNXM1364241', 'keggC:C01375': 'https://rdf.metanetx.org/chem/MNXM1364241', 'keggD:D08556': 'https://rdf.metanetx.org/chem/MNXM1364241', 'lipidmapsM:LMPK04000003': 'https://rdf.metanetx.org/chem/MNXM1364242'}",mnx_id_disagreement,0.0
626790,"['chebi:63723', 'keggD:D06503']",2,"['chebi:63723', 'keggD:D06503']",[],"['https://rdf.metanetx.org/chem/MNXM1584200', 'https://rdf.metanetx.org/chem/MNXM1584201']","['https://rdf.metanetx.org/chem/MNXM1584200', 'https://rdf.metanetx.org/chem/MNXM1584201']",2,"{'chebi:63723': 'https://rdf.metanetx.org/chem/MNXM1584201', 'keggD:D06503': 'https://rdf.metanetx.org/chem/MNXM1584200'}",mnx_id_disagreement,0.0
626803,"['chebi:182936', 'hmdb:HMDB0242525', 'sabiorkM:5645']",3,"['chebi:182936', 'hmdb:HMDB0242525', 'sabiorkM:5645']",[],"['https://rdf.metanetx.org/chem/MNXM1374408', 'https://rdf.metanetx.org/chem/MNXM6446']","['https://rdf.metanetx.org/chem/MNXM1374408', 'https://rdf.metanetx.org/chem/MNXM6446']",2,"{'chebi:182936': 'https://rdf.metanetx.org/chem/MNXM1374408', 'hmdb:HMDB0242525': 'https://rdf.metanetx.org/chem/MNXM1374408', 'sabiorkM:5645': 'https://rdf.metanetx.org/chem/MNXM6446'}",mnx_id_disagreement,0.0
626962,"['hmdb:HMDB0303906', 'seedM:cpd36014']",2,"['hmdb:HMDB0303906', 'seedM:cpd36014']",[],"['https://rdf.metanetx.org/chem/MNXM1370118', 'https://rdf.metanetx.org/chem/MNXM1370119']","['https://rdf.metanetx.org/chem/MNXM1370118', 'https://rdf.metanetx.org/chem/MNXM1370119']",2,"{'hmdb:HMDB0303906': 'https://rdf.metanetx.org/chem/MNXM1370118', 'seedM:cpd36014': 'https://rdf.metanetx.org/chem/MNXM1370119'}",mnx_id_disagreement,0.0
626974,"['chebi:11656', 'sabiorkM:8173']",2,"['chebi:11656', 'sabiorkM:8173']",[],"['https://rdf.metanetx.org/chem/MNXM162721', 'https://rdf.metanetx.org/chem/MNXM727528']","['https://rdf.metanetx.org/chem/MNXM162721', 'https://rdf.metanetx.org/chem/MNXM727528']",2,"{'chebi:11656': 'https://rdf.metanetx.org/chem/MNXM162721', 'sabiorkM:8173': 'https://rdf.metanetx.org/chem/MNXM727528'}",mnx_id_disagreement,0.0
627169,"['chebi:4351', 'keggC:C08860', 'seedM:cpd05757']",3,"['chebi:4351', 'keggC:C08860', 'seedM:cpd05757']",[],"['https://rdf.metanetx.org/chem/MNXM1369759', 'https://rdf.metanetx.org/chem/MNXM1369760']","['https://rdf.metanetx.org/chem/MNXM1369759', 'https://rdf.metanetx.org/chem/MNXM1369760']",2,"{'chebi:4351': 'https://rdf.metanetx.org/chem/MNXM1369759', 'keggC:C08860': 'https://rdf.metanetx.org/chem/MNXM1369759', 'seedM:cpd05757': 'https://rdf.metanetx.org/chem/MNXM1369760'}",mnx_id_disagreement,0.0
629507,"['chebi:30221', 'chebi:33688']",2,"['chebi:30221', 'chebi:33688']",[],"['https://rdf.metanetx.org/chem/MNXM1112506', 'https://rdf.metanetx.org/chem/MNXM56750']","['https://rdf.metanetx.org/chem/MNXM1112506', 'https://rdf.metanetx.org/chem/MNXM56750']",2,"{'chebi:30221': 'https://rdf.metanetx.org/chem/MNXM1112506', 'chebi:33688': 'https://rdf.metanetx.org/chem/MNXM56750'}",mnx_id_disagreement,0.0
631493,"['chebi:50462', 'sabiorkM:11935', 'seedM:cpd26735']",3,"['chebi:50462', 'sabiorkM:11935', 'seedM:cpd26735']",[],"['https://rdf.metanetx.org/chem/MNXM1370708', 'https://rdf.metanetx.org/chem/MNXM16724']","['https://rdf.metanetx.org/chem/MNXM1370708', 'https://rdf.metanetx.org/chem/MNXM16724']",2,"{'chebi:50462': 'https://rdf.metanetx.org/chem/MNXM16724', 'sabiorkM:11935': 'https://rdf.metanetx.org/chem/MNXM1370708', 'seedM:cpd26735': 'https://rdf.metanetx.org/chem/MNXM16724'}",mnx_id_disagreement,0.0
631582,"['hmdb:HMDB0303443', 'seedM:cpd24752']",2,"['hmdb:HMDB0303443', 'seedM:cpd24752']",[],"['https://rdf.metanetx.org/chem/MNXM11728', 'https://rdf.metanetx.org/chem/MNXM1555586']","['https://rdf.metanetx.org/chem/MNXM11728', 'https://rdf.metanetx.org/chem/MNXM1555586']",2,"{'hmdb:HMDB0303443': 'https://rdf.metanetx.org/chem/MNXM1555586', 'seedM:cpd24752': 'https://rdf.metanetx.org/chem/MNXM11728'}",mnx_id_disagreement,0.0
631783,"['chebi:16449', 'chebi:66916', 'hmdb:HMDB0062251', 'keggC:C01401', 'sabiorkM:1940', 'seedM:cpd01003']",6,"['chebi:16449', 'chebi:66916', 'hmdb:HMDB0062251', 'keggC:C01401', 'sabiorkM:1940', 'seedM:cpd01003']",[],"['https://rdf.metanetx.org/chem/MNXM1105731', 'https://rdf.metanetx.org/chem/MNXM733981']","['https://rdf.metanetx.org/chem/MNXM1105731', 'https://rdf.metanetx.org/chem/MNXM733981']",2,"{'chebi:16449': 'https://rdf.metanetx.org/chem/MNXM733981', 'chebi:66916': 'https://rdf.metanetx.org/chem/MNXM733981', 'hmdb:HMDB0062251': 'https://rdf.metanetx.org/chem/MNXM733981', 'keggC:C01401': 'https://rdf.metanetx.org/chem/MNXM733981', 'sabiorkM:1940': 'https://rdf.metanetx.org/chem/MNXM1105731', 'seedM:cpd01003': 'https://rdf.metanetx.org/chem/MNXM733981'}",mnx_id_disagreement,0.0
632722,"['chebi:142060', 'seedM:cpd34264']",2,"['chebi:142060', 'seedM:cpd34264']",[],"['https://rdf.metanetx.org/chem/MNXM1368280', 'https://rdf.metanetx.org/chem/MNXM1368281']","['https://rdf.metanetx.org/chem/MNXM1368280', 'https://rdf.metanetx.org/chem/MNXM1368281']",2,"{'chebi:142060': 'https://rdf.metanetx.org/chem/MNXM1368280', 'seedM:cpd34264': 'https://rdf.metanetx.org/chem/MNXM1368281'}",mnx_id_disagreement,0.0
633071,"['keggC:C01191', 'lipidmapsM:LMPR03080011']",2,"['keggC:C01191', 'lipidmapsM:LMPR03080011']",[],"['https://rdf.metanetx.org/chem/MNXM104683', 'https://rdf.metanetx.org/chem/MNXM735388']","['https://rdf.metanetx.org/chem/MNXM104683', 'https://rdf.metanetx.org/chem/MNXM735388']",2,"{'keggC:C01191': 'https://rdf.metanetx.org/chem/MNXM735388', 'lipidmapsM:LMPR03080011': 'https://rdf.metanetx.org/chem/MNXM104683'}",mnx_id_disagreement,0.0
