cluster_index,cluster_members,cluster_size,present_members,unmapped_members,mnx_ids_hit,distinct_mnx_ids,n_distinct_mnx_ids,member_to_mnx,classification,jaccard_cluster_vs_mnx
634002,"['chebi:229852', 'keggC:C02768']",2,"['chebi:229852', 'keggC:C02768']",[],"['https://rdf.metanetx.org/chem/MNXM1410682', 'https://rdf.metanetx.org/chem/MNXM730003']","['https://rdf.metanetx.org/chem/MNXM1410682', 'https://rdf.metanetx.org/chem/MNXM730003']",2,"{'chebi:229852': 'https://rdf.metanetx.org/chem/MNXM1410682', 'keggC:C02768': 'https://rdf.metanetx.org/chem/MNXM730003'}",mnx_id_disagreement,0.0
634401,"['chebi:9679', 'keggC:C08136', 'keggD:D00938']",3,"['chebi:9679', 'keggC:C08136', 'keggD:D00938']",[],"['https://rdf.metanetx.org/chem/MNXM1584857', 'https://rdf.metanetx.org/chem/MNXM1584858']","['https://rdf.metanetx.org/chem/MNXM1584857', 'https://rdf.metanetx.org/chem/MNXM1584858']",2,"{'chebi:9679': 'https://rdf.metanetx.org/chem/MNXM1584858', 'keggC:C08136': 'https://rdf.metanetx.org/chem/MNXM1584857', 'keggD:D00938': 'https://rdf.metanetx.org/chem/MNXM1584857'}",mnx_id_disagreement,0.0
634825,"['seedM:cpd01838', 'seedM:cpd09877']",2,"['seedM:cpd01838', 'seedM:cpd09877']",[],"['https://rdf.metanetx.org/chem/MNXM1371675', 'https://rdf.metanetx.org/chem/MNXM1371676']","['https://rdf.metanetx.org/chem/MNXM1371675', 'https://rdf.metanetx.org/chem/MNXM1371676']",2,"{'seedM:cpd01838': 'https://rdf.metanetx.org/chem/MNXM1371675', 'seedM:cpd09877': 'https://rdf.metanetx.org/chem/MNXM1371676'}",mnx_id_disagreement,0.0
634850,"['hmdb:HMDB0060999', 'sabiorkM:21470']",2,"['hmdb:HMDB0060999', 'sabiorkM:21470']",[],"['https://rdf.metanetx.org/chem/MNXM1371192', 'https://rdf.metanetx.org/chem/MNXM1371193']","['https://rdf.metanetx.org/chem/MNXM1371192', 'https://rdf.metanetx.org/chem/MNXM1371193']",2,"{'hmdb:HMDB0060999': 'https://rdf.metanetx.org/chem/MNXM1371193', 'sabiorkM:21470': 'https://rdf.metanetx.org/chem/MNXM1371192'}",mnx_id_disagreement,0.0
635630,"['chebi:32218', 'keggD:D01447']",2,"['chebi:32218', 'keggD:D01447']",[],"['https://rdf.metanetx.org/chem/MNXM1584280', 'https://rdf.metanetx.org/chem/MNXM1584281']","['https://rdf.metanetx.org/chem/MNXM1584280', 'https://rdf.metanetx.org/chem/MNXM1584281']",2,"{'chebi:32218': 'https://rdf.metanetx.org/chem/MNXM1584281', 'keggD:D01447': 'https://rdf.metanetx.org/chem/MNXM1584280'}",mnx_id_disagreement,0.0
636101,"['chebi:28516', 'hmdb:HMDB0060335', 'keggC:C06205', 'vmhM:12dhnp12d', 'vmhM:M00243', 'sabiorkM:7365', 'seedM:cpd03712']",7,"['chebi:28516', 'hmdb:HMDB0060335', 'keggC:C06205', 'sabiorkM:7365', 'seedM:cpd03712', 'vmhM:12dhnp12d', 'vmhM:M00243']",[],"['https://rdf.metanetx.org/chem/MNXM114239', 'https://rdf.metanetx.org/chem/MNXM13497']","['https://rdf.metanetx.org/chem/MNXM114239', 'https://rdf.metanetx.org/chem/MNXM13497']",2,"{'chebi:28516': 'https://rdf.metanetx.org/chem/MNXM114239', 'hmdb:HMDB0060335': 'https://rdf.metanetx.org/chem/MNXM114239', 'keggC:C06205': 'https://rdf.metanetx.org/chem/MNXM114239', 'sabiorkM:7365': 'https://rdf.metanetx.org/chem/MNXM13497', 'seedM:cpd03712': 'https://rdf.metanetx.org/chem/MNXM114239', 'vmhM:12dhnp12d': 'https://rdf.metanetx.org/chem/MNXM114239', 'vmhM:M00243': 'https://rdf.metanetx.org/chem/MNXM114239'}",mnx_id_disagreement,0.0
636305,"['chebi:66623', 'lipidmapsM:LMPR0103090042']",2,"['chebi:66623', 'lipidmapsM:LMPR0103090042']",[],"['https://rdf.metanetx.org/chem/MNXM107226', 'https://rdf.metanetx.org/chem/MNXM1557994']","['https://rdf.metanetx.org/chem/MNXM107226', 'https://rdf.metanetx.org/chem/MNXM1557994']",2,"{'chebi:66623': 'https://rdf.metanetx.org/chem/MNXM107226', 'lipidmapsM:LMPR0103090042': 'https://rdf.metanetx.org/chem/MNXM1557994'}",mnx_id_disagreement,0.0
636482,"['vmhM:olsa', 'seedM:cpd04528']",2,"['seedM:cpd04528', 'vmhM:olsa']",[],"['https://rdf.metanetx.org/chem/MNXM1368476', 'https://rdf.metanetx.org/chem/MNXM1368477']","['https://rdf.metanetx.org/chem/MNXM1368476', 'https://rdf.metanetx.org/chem/MNXM1368477']",2,"{'seedM:cpd04528': 'https://rdf.metanetx.org/chem/MNXM1368477', 'vmhM:olsa': 'https://rdf.metanetx.org/chem/MNXM1368476'}",mnx_id_disagreement,0.0
636915,"['chebi:72014', 'keggD:D00158']",2,"['chebi:72014', 'keggD:D00158']",[],"['https://rdf.metanetx.org/chem/MNXM1584123', 'https://rdf.metanetx.org/chem/MNXM1584124']","['https://rdf.metanetx.org/chem/MNXM1584123', 'https://rdf.metanetx.org/chem/MNXM1584124']",2,"{'chebi:72014': 'https://rdf.metanetx.org/chem/MNXM1584124', 'keggD:D00158': 'https://rdf.metanetx.org/chem/MNXM1584123'}",mnx_id_disagreement,0.0
637488,"['hmdb:HMDB0303459', 'sabiorkM:13917']",2,"['hmdb:HMDB0303459', 'sabiorkM:13917']",[],"['https://rdf.metanetx.org/chem/MNXM1555597', 'https://rdf.metanetx.org/chem/MNXM733709']","['https://rdf.metanetx.org/chem/MNXM1555597', 'https://rdf.metanetx.org/chem/MNXM733709']",2,"{'hmdb:HMDB0303459': 'https://rdf.metanetx.org/chem/MNXM1555597', 'sabiorkM:13917': 'https://rdf.metanetx.org/chem/MNXM733709'}",mnx_id_disagreement,0.0
637891,"['chebi:79845', 'keggC:C15343', 'seedM:cpd11034']",3,"['chebi:79845', 'keggC:C15343', 'seedM:cpd11034']",[],"['https://rdf.metanetx.org/chem/MNXM1584453', 'https://rdf.metanetx.org/chem/MNXM1584454']","['https://rdf.metanetx.org/chem/MNXM1584453', 'https://rdf.metanetx.org/chem/MNXM1584454']",2,"{'chebi:79845': 'https://rdf.metanetx.org/chem/MNXM1584453', 'keggC:C15343': 'https://rdf.metanetx.org/chem/MNXM1584453', 'seedM:cpd11034': 'https://rdf.metanetx.org/chem/MNXM1584454'}",mnx_id_disagreement,0.0
638832,"['chebi:72649', 'seedM:cpd29012']",2,"['chebi:72649', 'seedM:cpd29012']",[],"['https://rdf.metanetx.org/chem/MNXM1371297', 'https://rdf.metanetx.org/chem/MNXM1583770']","['https://rdf.metanetx.org/chem/MNXM1371297', 'https://rdf.metanetx.org/chem/MNXM1583770']",2,"{'chebi:72649': 'https://rdf.metanetx.org/chem/MNXM1583770', 'seedM:cpd29012': 'https://rdf.metanetx.org/chem/MNXM1371297'}",mnx_id_disagreement,0.0
639821,"['chebi:152067', 'keggC:C04417']",2,"['chebi:152067', 'keggC:C04417']",[],"['https://rdf.metanetx.org/chem/MNXM1116567', 'https://rdf.metanetx.org/chem/MNXM735203']","['https://rdf.metanetx.org/chem/MNXM1116567', 'https://rdf.metanetx.org/chem/MNXM735203']",2,"{'chebi:152067': 'https://rdf.metanetx.org/chem/MNXM1116567', 'keggC:C04417': 'https://rdf.metanetx.org/chem/MNXM735203'}",mnx_id_disagreement,0.0
640070,"['chebi:4632', 'hmdb:HMDB0303238', 'keggC:C09854', 'lipidmapsM:LMPR0102090061', 'seedM:cpd06745']",5,"['chebi:4632', 'hmdb:HMDB0303238', 'keggC:C09854', 'lipidmapsM:LMPR0102090061', 'seedM:cpd06745']",[],"['https://rdf.metanetx.org/chem/MNXM1370057', 'https://rdf.metanetx.org/chem/MNXM1370058']","['https://rdf.metanetx.org/chem/MNXM1370057', 'https://rdf.metanetx.org/chem/MNXM1370058']",2,"{'chebi:4632': 'https://rdf.metanetx.org/chem/MNXM1370057', 'hmdb:HMDB0303238': 'https://rdf.metanetx.org/chem/MNXM1370057', 'keggC:C09854': 'https://rdf.metanetx.org/chem/MNXM1370057', 'lipidmapsM:LMPR0102090061': 'https://rdf.metanetx.org/chem/MNXM1370057', 'seedM:cpd06745': 'https://rdf.metanetx.org/chem/MNXM1370058'}",mnx_id_disagreement,0.0
640519,"['hmdb:HMDB0302109', 'keggC:C12380', 'seedM:cpd09133']",3,"['hmdb:HMDB0302109', 'keggC:C12380', 'seedM:cpd09133']",[],"['https://rdf.metanetx.org/chem/MNXM1372101', 'https://rdf.metanetx.org/chem/MNXM1372102']","['https://rdf.metanetx.org/chem/MNXM1372101', 'https://rdf.metanetx.org/chem/MNXM1372102']",2,"{'hmdb:HMDB0302109': 'https://rdf.metanetx.org/chem/MNXM1372101', 'keggC:C12380': 'https://rdf.metanetx.org/chem/MNXM1372101', 'seedM:cpd09133': 'https://rdf.metanetx.org/chem/MNXM1372102'}",mnx_id_disagreement,0.0
641430,"['chebi:32158', 'keggD:D01350']",2,"['chebi:32158', 'keggD:D01350']",[],"['https://rdf.metanetx.org/chem/MNXM1584266', 'https://rdf.metanetx.org/chem/MNXM1584267']","['https://rdf.metanetx.org/chem/MNXM1584266', 'https://rdf.metanetx.org/chem/MNXM1584267']",2,"{'chebi:32158': 'https://rdf.metanetx.org/chem/MNXM1584267', 'keggD:D01350': 'https://rdf.metanetx.org/chem/MNXM1584266'}",mnx_id_disagreement,0.0
642140,"['hmdb:HMDB0244993', 'sabiorkM:13417']",2,"['hmdb:HMDB0244993', 'sabiorkM:13417']",[],"['https://rdf.metanetx.org/chem/MNXM1506500', 'https://rdf.metanetx.org/chem/MNXM81311']","['https://rdf.metanetx.org/chem/MNXM1506500', 'https://rdf.metanetx.org/chem/MNXM81311']",2,"{'hmdb:HMDB0244993': 'https://rdf.metanetx.org/chem/MNXM1506500', 'sabiorkM:13417': 'https://rdf.metanetx.org/chem/MNXM81311'}",mnx_id_disagreement,0.0
643828,"['chebi:189424', 'hmdb:HMDB0259693', 'sabiorkM:12552']",3,"['chebi:189424', 'hmdb:HMDB0259693', 'sabiorkM:12552']",[],"['https://rdf.metanetx.org/chem/MNXM1376658', 'https://rdf.metanetx.org/chem/MNXM57936']","['https://rdf.metanetx.org/chem/MNXM1376658', 'https://rdf.metanetx.org/chem/MNXM57936']",2,"{'chebi:189424': 'https://rdf.metanetx.org/chem/MNXM1376658', 'hmdb:HMDB0259693': 'https://rdf.metanetx.org/chem/MNXM1376658', 'sabiorkM:12552': 'https://rdf.metanetx.org/chem/MNXM57936'}",mnx_id_disagreement,0.0
643998,"['chebi:29531', 'keggC:C11960', 'lipidmapsM:LMPK04000019']",3,"['chebi:29531', 'keggC:C11960', 'lipidmapsM:LMPK04000019']",[],"['https://rdf.metanetx.org/chem/MNXM1363741', 'https://rdf.metanetx.org/chem/MNXM1363742']","['https://rdf.metanetx.org/chem/MNXM1363741', 'https://rdf.metanetx.org/chem/MNXM1363742']",2,"{'chebi:29531': 'https://rdf.metanetx.org/chem/MNXM1363741', 'keggC:C11960': 'https://rdf.metanetx.org/chem/MNXM1363741', 'lipidmapsM:LMPK04000019': 'https://rdf.metanetx.org/chem/MNXM1363742'}",mnx_id_disagreement,0.0
646135,"['chebi:35621', 'hmdb:HMDB0245013', 'sabiorkM:21104', 'seedM:cpd21858']",4,"['chebi:35621', 'hmdb:HMDB0245013', 'sabiorkM:21104', 'seedM:cpd21858']",[],"['https://rdf.metanetx.org/chem/MNXM15850', 'https://rdf.metanetx.org/chem/MNXM17054']","['https://rdf.metanetx.org/chem/MNXM15850', 'https://rdf.metanetx.org/chem/MNXM17054']",2,"{'chebi:35621': 'https://rdf.metanetx.org/chem/MNXM15850', 'hmdb:HMDB0245013': 'https://rdf.metanetx.org/chem/MNXM15850', 'sabiorkM:21104': 'https://rdf.metanetx.org/chem/MNXM17054', 'seedM:cpd21858': 'https://rdf.metanetx.org/chem/MNXM15850'}",mnx_id_disagreement,0.0
646544,"['chebi:186678', 'lipidmapsM:LMPR0104240002']",2,"['chebi:186678', 'lipidmapsM:LMPR0104240002']",[],"['https://rdf.metanetx.org/chem/MNXM1375623', 'https://rdf.metanetx.org/chem/MNXM30224']","['https://rdf.metanetx.org/chem/MNXM1375623', 'https://rdf.metanetx.org/chem/MNXM30224']",2,"{'chebi:186678': 'https://rdf.metanetx.org/chem/MNXM1375623', 'lipidmapsM:LMPR0104240002': 'https://rdf.metanetx.org/chem/MNXM30224'}",mnx_id_disagreement,0.0
646637,"['vmhM:CE0737', 'seedM:cpd20696']",2,"['seedM:cpd20696', 'vmhM:CE0737']",[],"['https://rdf.metanetx.org/chem/MNXM1108374', 'https://rdf.metanetx.org/chem/MNXM1364527']","['https://rdf.metanetx.org/chem/MNXM1108374', 'https://rdf.metanetx.org/chem/MNXM1364527']",2,"{'seedM:cpd20696': 'https://rdf.metanetx.org/chem/MNXM1364527', 'vmhM:CE0737': 'https://rdf.metanetx.org/chem/MNXM1108374'}",mnx_id_disagreement,0.0
646726,"['chebi:57732', 'seedM:cpd02717', 'seedM:cpd24356']",3,"['chebi:57732', 'seedM:cpd02717', 'seedM:cpd24356']",[],"['https://rdf.metanetx.org/chem/MNXM1365050', 'https://rdf.metanetx.org/chem/MNXM1365052']","['https://rdf.metanetx.org/chem/MNXM1365050', 'https://rdf.metanetx.org/chem/MNXM1365052']",2,"{'chebi:57732': 'https://rdf.metanetx.org/chem/MNXM1365050', 'seedM:cpd02717': 'https://rdf.metanetx.org/chem/MNXM1365052', 'seedM:cpd24356': 'https://rdf.metanetx.org/chem/MNXM1365052'}",mnx_id_disagreement,0.0
647818,"['chebi:58854', 'seedM:cpd22831']",2,"['chebi:58854', 'seedM:cpd22831']",[],"['https://rdf.metanetx.org/chem/MNXM1369076', 'https://rdf.metanetx.org/chem/MNXM1369077']","['https://rdf.metanetx.org/chem/MNXM1369076', 'https://rdf.metanetx.org/chem/MNXM1369077']",2,"{'chebi:58854': 'https://rdf.metanetx.org/chem/MNXM1369076', 'seedM:cpd22831': 'https://rdf.metanetx.org/chem/MNXM1369077'}",mnx_id_disagreement,0.0
649172,"['hmdb:HMDB0248579', 'sabiorkM:5038']",2,"['hmdb:HMDB0248579', 'sabiorkM:5038']",[],"['https://rdf.metanetx.org/chem/MNXM1508315', 'https://rdf.metanetx.org/chem/MNXM2505']","['https://rdf.metanetx.org/chem/MNXM1508315', 'https://rdf.metanetx.org/chem/MNXM2505']",2,"{'hmdb:HMDB0248579': 'https://rdf.metanetx.org/chem/MNXM1508315', 'sabiorkM:5038': 'https://rdf.metanetx.org/chem/MNXM2505'}",mnx_id_disagreement,0.0
649767,"['hmdb:HMDB0258451', 'sabiorkM:5375']",2,"['hmdb:HMDB0258451', 'sabiorkM:5375']",[],"['https://rdf.metanetx.org/chem/MNXM1512899', 'https://rdf.metanetx.org/chem/MNXM727928']","['https://rdf.metanetx.org/chem/MNXM1512899', 'https://rdf.metanetx.org/chem/MNXM727928']",2,"{'hmdb:HMDB0258451': 'https://rdf.metanetx.org/chem/MNXM1512899', 'sabiorkM:5375': 'https://rdf.metanetx.org/chem/MNXM727928'}",mnx_id_disagreement,0.0
649907,"['chebi:184340', 'hmdb:HMDB0036593']",2,"['chebi:184340', 'hmdb:HMDB0036593']",[],"['https://rdf.metanetx.org/chem/MNXM1375186', 'https://rdf.metanetx.org/chem/MNXM728487']","['https://rdf.metanetx.org/chem/MNXM1375186', 'https://rdf.metanetx.org/chem/MNXM728487']",2,"{'chebi:184340': 'https://rdf.metanetx.org/chem/MNXM1375186', 'hmdb:HMDB0036593': 'https://rdf.metanetx.org/chem/MNXM728487'}",mnx_id_disagreement,0.0
650069,"['hmdb:HMDB0243630', 'sabiorkM:1308']",2,"['hmdb:HMDB0243630', 'sabiorkM:1308']",[],"['https://rdf.metanetx.org/chem/MNXM1102150', 'https://rdf.metanetx.org/chem/MNXM1505808']","['https://rdf.metanetx.org/chem/MNXM1102150', 'https://rdf.metanetx.org/chem/MNXM1505808']",2,"{'hmdb:HMDB0243630': 'https://rdf.metanetx.org/chem/MNXM1505808', 'sabiorkM:1308': 'https://rdf.metanetx.org/chem/MNXM1102150'}",mnx_id_disagreement,0.0
650071,"['chebi:60473', 'hmdb:HMDB0304209']",2,"['chebi:60473', 'hmdb:HMDB0304209']",[],"['https://rdf.metanetx.org/chem/MNXM1505808', 'https://rdf.metanetx.org/chem/MNXM37865']","['https://rdf.metanetx.org/chem/MNXM1505808', 'https://rdf.metanetx.org/chem/MNXM37865']",2,"{'chebi:60473': 'https://rdf.metanetx.org/chem/MNXM37865', 'hmdb:HMDB0304209': 'https://rdf.metanetx.org/chem/MNXM1505808'}",mnx_id_disagreement,0.0
650074,"['chebi:136572', 'chebi:15636', 'vmhM:mlthf', 'seedM:cpd00125']",4,"['chebi:136572', 'chebi:15636', 'seedM:cpd00125', 'vmhM:mlthf']",[],"['https://rdf.metanetx.org/chem/MNXM1102150', 'https://rdf.metanetx.org/chem/MNXM37865']","['https://rdf.metanetx.org/chem/MNXM1102150', 'https://rdf.metanetx.org/chem/MNXM37865']",2,"{'chebi:136572': 'https://rdf.metanetx.org/chem/MNXM37865', 'chebi:15636': 'https://rdf.metanetx.org/chem/MNXM1102150', 'seedM:cpd00125': 'https://rdf.metanetx.org/chem/MNXM1102150', 'vmhM:mlthf': 'https://rdf.metanetx.org/chem/MNXM1102150'}",mnx_id_disagreement,0.0
650117,"['hmdb:HMDB0258272', 'sabiorkM:1736']",2,"['hmdb:HMDB0258272', 'sabiorkM:1736']",[],"['https://rdf.metanetx.org/chem/MNXM1583570', 'https://rdf.metanetx.org/chem/MNXM1583571']","['https://rdf.metanetx.org/chem/MNXM1583570', 'https://rdf.metanetx.org/chem/MNXM1583571']",2,"{'hmdb:HMDB0258272': 'https://rdf.metanetx.org/chem/MNXM1583571', 'sabiorkM:1736': 'https://rdf.metanetx.org/chem/MNXM1583570'}",mnx_id_disagreement,0.0
650438,"['hmdb:HMDB0242506', 'sabiorkM:7915']",2,"['hmdb:HMDB0242506', 'sabiorkM:7915']",[],"['https://rdf.metanetx.org/chem/MNXM1327140', 'https://rdf.metanetx.org/chem/MNXM1364326']","['https://rdf.metanetx.org/chem/MNXM1327140', 'https://rdf.metanetx.org/chem/MNXM1364326']",2,"{'hmdb:HMDB0242506': 'https://rdf.metanetx.org/chem/MNXM1327140', 'sabiorkM:7915': 'https://rdf.metanetx.org/chem/MNXM1364326'}",mnx_id_disagreement,0.0
650444,"['chebi:145213', 'lipidmapsM:LMST03020220', 'seedM:cpd03226']",3,"['chebi:145213', 'lipidmapsM:LMST03020220', 'seedM:cpd03226']",[],"['https://rdf.metanetx.org/chem/MNXM1364325', 'https://rdf.metanetx.org/chem/MNXM1364326']","['https://rdf.metanetx.org/chem/MNXM1364325', 'https://rdf.metanetx.org/chem/MNXM1364326']",2,"{'chebi:145213': 'https://rdf.metanetx.org/chem/MNXM1364325', 'lipidmapsM:LMST03020220': 'https://rdf.metanetx.org/chem/MNXM1364325', 'seedM:cpd03226': 'https://rdf.metanetx.org/chem/MNXM1364326'}",mnx_id_disagreement,0.0
651028,"['chebi:65116', 'keggC:C20390']",2,"['chebi:65116', 'keggC:C20390']",[],"['https://rdf.metanetx.org/chem/MNXM1364395', 'https://rdf.metanetx.org/chem/MNXM1364396']","['https://rdf.metanetx.org/chem/MNXM1364395', 'https://rdf.metanetx.org/chem/MNXM1364396']",2,"{'chebi:65116': 'https://rdf.metanetx.org/chem/MNXM1364396', 'keggC:C20390': 'https://rdf.metanetx.org/chem/MNXM1364395'}",mnx_id_disagreement,0.0
652331,"['chebi:32350', 'keggC:C12889', 'keggD:D01443', 'lipidmapsM:LMFA00000007', 'seedM:cpd09329']",5,"['chebi:32350', 'keggC:C12889', 'keggD:D01443', 'lipidmapsM:LMFA00000007', 'seedM:cpd09329']",[],"['https://rdf.metanetx.org/chem/MNXM1370629', 'https://rdf.metanetx.org/chem/MNXM1370630']","['https://rdf.metanetx.org/chem/MNXM1370629', 'https://rdf.metanetx.org/chem/MNXM1370630']",2,"{'chebi:32350': 'https://rdf.metanetx.org/chem/MNXM1370630', 'keggC:C12889': 'https://rdf.metanetx.org/chem/MNXM1370630', 'keggD:D01443': 'https://rdf.metanetx.org/chem/MNXM1370629', 'lipidmapsM:LMFA00000007': 'https://rdf.metanetx.org/chem/MNXM1370630', 'seedM:cpd09329': 'https://rdf.metanetx.org/chem/MNXM1370630'}",mnx_id_disagreement,0.0
652787,"['chebi:16324', 'keggC:C01849', 'lipidmapsM:LMPK05000004']",3,"['chebi:16324', 'keggC:C01849', 'lipidmapsM:LMPK05000004']",[],"['https://rdf.metanetx.org/chem/MNXM1363977', 'https://rdf.metanetx.org/chem/MNXM1363978']","['https://rdf.metanetx.org/chem/MNXM1363977', 'https://rdf.metanetx.org/chem/MNXM1363978']",2,"{'chebi:16324': 'https://rdf.metanetx.org/chem/MNXM1363977', 'keggC:C01849': 'https://rdf.metanetx.org/chem/MNXM1363977', 'lipidmapsM:LMPK05000004': 'https://rdf.metanetx.org/chem/MNXM1363978'}",mnx_id_disagreement,0.0
653061,"['hmdb:HMDB0248410', 'sabiorkM:5175']",2,"['hmdb:HMDB0248410', 'sabiorkM:5175']",[],"['https://rdf.metanetx.org/chem/MNXM42071', 'https://rdf.metanetx.org/chem/MNXM730559']","['https://rdf.metanetx.org/chem/MNXM42071', 'https://rdf.metanetx.org/chem/MNXM730559']",2,"{'hmdb:HMDB0248410': 'https://rdf.metanetx.org/chem/MNXM42071', 'sabiorkM:5175': 'https://rdf.metanetx.org/chem/MNXM730559'}",mnx_id_disagreement,0.0
653076,"['chebi:136444', 'seedM:cpd23387']",2,"['chebi:136444', 'seedM:cpd23387']",[],"['https://rdf.metanetx.org/chem/MNXM1365502', 'https://rdf.metanetx.org/chem/MNXM1365503']","['https://rdf.metanetx.org/chem/MNXM1365502', 'https://rdf.metanetx.org/chem/MNXM1365503']",2,"{'chebi:136444': 'https://rdf.metanetx.org/chem/MNXM1365502', 'seedM:cpd23387': 'https://rdf.metanetx.org/chem/MNXM1365503'}",mnx_id_disagreement,0.0
653453,"['chebi:228836', 'seedM:cpd33419']",2,"['chebi:228836', 'seedM:cpd33419']",[],"['https://rdf.metanetx.org/chem/MNXM727606', 'https://rdf.metanetx.org/chem/MNXM727607']","['https://rdf.metanetx.org/chem/MNXM727606', 'https://rdf.metanetx.org/chem/MNXM727607']",2,"{'chebi:228836': 'https://rdf.metanetx.org/chem/MNXM727607', 'seedM:cpd33419': 'https://rdf.metanetx.org/chem/MNXM727606'}",mnx_id_disagreement,0.0
654378,"['chebi:35839', 'chebi:47217', 'keggC:C06269', 'seedM:cpd12860']",4,"['chebi:35839', 'chebi:47217', 'keggC:C06269', 'seedM:cpd12860']",[],"['https://rdf.metanetx.org/chem/MNXM1369463', 'https://rdf.metanetx.org/chem/MNXM1369464']","['https://rdf.metanetx.org/chem/MNXM1369463', 'https://rdf.metanetx.org/chem/MNXM1369464']",2,"{'chebi:35839': 'https://rdf.metanetx.org/chem/MNXM1369463', 'chebi:47217': 'https://rdf.metanetx.org/chem/MNXM1369464', 'keggC:C06269': 'https://rdf.metanetx.org/chem/MNXM1369464', 'seedM:cpd12860': 'https://rdf.metanetx.org/chem/MNXM1369464'}",mnx_id_disagreement,0.0
654822,"['chebi:33871', 'chebi:71671']",2,"['chebi:33871', 'chebi:71671']",[],"['https://rdf.metanetx.org/chem/MNXM1136254', 'https://rdf.metanetx.org/chem/MNXM728352']","['https://rdf.metanetx.org/chem/MNXM1136254', 'https://rdf.metanetx.org/chem/MNXM728352']",2,"{'chebi:33871': 'https://rdf.metanetx.org/chem/MNXM1136254', 'chebi:71671': 'https://rdf.metanetx.org/chem/MNXM728352'}",mnx_id_disagreement,0.0
655626,"['chebi:230536', 'chebi:55437']",2,"['chebi:230536', 'chebi:55437']",[],"['https://rdf.metanetx.org/chem/MNXM1411123', 'https://rdf.metanetx.org/chem/MNXM7000']","['https://rdf.metanetx.org/chem/MNXM1411123', 'https://rdf.metanetx.org/chem/MNXM7000']",2,"{'chebi:230536': 'https://rdf.metanetx.org/chem/MNXM1411123', 'chebi:55437': 'https://rdf.metanetx.org/chem/MNXM7000'}",mnx_id_disagreement,0.0
655811,"['chebi:92845', 'keggC:C20171', 'seedM:cpd21404']",3,"['chebi:92845', 'keggC:C20171', 'seedM:cpd21404']",[],"['https://rdf.metanetx.org/chem/MNXM1370303', 'https://rdf.metanetx.org/chem/MNXM1370304']","['https://rdf.metanetx.org/chem/MNXM1370303', 'https://rdf.metanetx.org/chem/MNXM1370304']",2,"{'chebi:92845': 'https://rdf.metanetx.org/chem/MNXM1370303', 'keggC:C20171': 'https://rdf.metanetx.org/chem/MNXM1370303', 'seedM:cpd21404': 'https://rdf.metanetx.org/chem/MNXM1370304'}",mnx_id_disagreement,0.0
656127,"['chebi:91594', 'hmdb:HMDB0247247', 'sabiorkM:9501']",3,"['chebi:91594', 'hmdb:HMDB0247247', 'sabiorkM:9501']",[],"['https://rdf.metanetx.org/chem/MNXM162590', 'https://rdf.metanetx.org/chem/MNXM528745']","['https://rdf.metanetx.org/chem/MNXM162590', 'https://rdf.metanetx.org/chem/MNXM528745']",2,"{'chebi:91594': 'https://rdf.metanetx.org/chem/MNXM528745', 'hmdb:HMDB0247247': 'https://rdf.metanetx.org/chem/MNXM528745', 'sabiorkM:9501': 'https://rdf.metanetx.org/chem/MNXM162590'}",mnx_id_disagreement,0.0
656414,"['chebi:30158', 'chebi:33605']",2,"['chebi:30158', 'chebi:33605']",[],"['https://rdf.metanetx.org/chem/MNXM1370035', 'https://rdf.metanetx.org/chem/MNXM1370036']","['https://rdf.metanetx.org/chem/MNXM1370035', 'https://rdf.metanetx.org/chem/MNXM1370036']",2,"{'chebi:30158': 'https://rdf.metanetx.org/chem/MNXM1370035', 'chebi:33605': 'https://rdf.metanetx.org/chem/MNXM1370036'}",mnx_id_disagreement,0.0
656618,"['chebi:114202', 'hmdb:HMDB0245032', 'sabiorkM:20491']",3,"['chebi:114202', 'hmdb:HMDB0245032', 'sabiorkM:20491']",[],"['https://rdf.metanetx.org/chem/MNXM1167', 'https://rdf.metanetx.org/chem/MNXM511705']","['https://rdf.metanetx.org/chem/MNXM1167', 'https://rdf.metanetx.org/chem/MNXM511705']",2,"{'chebi:114202': 'https://rdf.metanetx.org/chem/MNXM511705', 'hmdb:HMDB0245032': 'https://rdf.metanetx.org/chem/MNXM511705', 'sabiorkM:20491': 'https://rdf.metanetx.org/chem/MNXM1167'}",mnx_id_disagreement,0.0
